rank,projection_tp,nested_cp,effective_head_tp,dp,batch_per_dp,context,cache_dtype,graph_ms,local_cache_bytes,correctness_max_abs,includes_query_exchange
11,16,1,16,1,1,1024,torch.bfloat16,0.012486399710178375,1179648,0.00010919943451881409,True
11,16,1,16,1,8,1024,torch.bfloat16,0.012511999905109405,9437184,0.00010919943451881409,True
11,16,1,16,1,32,1024,torch.bfloat16,0.016484799981117248,37748736,0.00010919943451881409,True
11,16,1,16,1,1,8192,torch.bfloat16,0.014476799964904785,9437184,0.00010919943451881409,True
11,16,1,16,1,8,8192,torch.bfloat16,0.018615999817848207,75497472,0.00010919943451881409,True
11,16,1,16,1,32,8192,torch.bfloat16,0.06757280230522156,301989888,0.00010919943451881409,True
11,16,1,16,1,1,32768,torch.bfloat16,0.02674719989299774,37748736,0.00010919943451881409,True
11,16,1,16,1,8,32768,torch.bfloat16,0.06714079976081848,301989888,0.00010919943451881409,True
11,16,1,16,1,32,32768,torch.bfloat16,0.22238559722900392,1207959552,0.00010919943451881409,True
11,16,1,16,1,1,131072,torch.bfloat16,0.053648000955581664,150994944,0.00010919943451881409,True
11,16,1,16,1,8,131072,torch.bfloat16,0.21604640483856202,1207959552,0.00010919943451881409,True
11,16,1,16,1,32,131072,torch.bfloat16,0.8227696418762207,4831838208,0.00010919943451881409,True
11,16,1,16,1,1,524288,torch.bfloat16,0.13954559564590455,603979776,0.00010919943451881409,True
11,16,1,16,1,8,524288,torch.bfloat16,0.7866864204406738,4831838208,0.00010919943451881409,True
11,16,1,16,1,32,524288,torch.bfloat16,3.265212631225586,19327352832,0.00010919943451881409,True
11,16,1,16,1,1,1048576,torch.bfloat16,0.25461759567260744,1207959552,0.00010919943451881409,True
11,16,1,16,1,8,1048576,torch.bfloat16,1.5644960403442383,9663676416,0.00010919943451881409,True
11,16,1,16,1,32,1048576,torch.bfloat16,6.40921630859375,38654705664,0.00010919943451881409,True
11,16,1,16,1,1,1024,torch.float8_e4m3fn,0.012383999675512314,589824,0.000867361668497324,True
11,16,1,16,1,8,1024,torch.float8_e4m3fn,0.0124208003282547,4718592,0.000867361668497324,True
11,16,1,16,1,32,1024,torch.float8_e4m3fn,0.014420799911022186,18874368,0.000867361668497324,True
11,16,1,16,1,1,8192,torch.float8_e4m3fn,0.014422400295734406,4718592,0.000867361668497324,True
11,16,1,16,1,8,8192,torch.float8_e4m3fn,0.016524800658226015,37748736,0.000867361668497324,True
11,16,1,16,1,32,8192,torch.float8_e4m3fn,0.03529120087623596,150994944,0.000867361668497324,True
11,16,1,16,1,1,32768,torch.float8_e4m3fn,0.022526399791240694,18874368,0.000867361668497324,True
11,16,1,16,1,8,32768,torch.float8_e4m3fn,0.037003201246261594,150994944,0.000867361668497324,True
11,16,1,16,1,32,32768,torch.float8_e4m3fn,0.1023103952407837,603979776,0.000867361668497324,True
11,16,1,16,1,1,131072,torch.float8_e4m3fn,0.03289119899272919,75497472,0.000867361668497324,True
11,16,1,16,1,8,131072,torch.float8_e4m3fn,0.10041600465774536,603979776,0.000867361668497324,True
11,16,1,16,1,32,131072,torch.float8_e4m3fn,0.36689438819885256,2415919104,0.000867361668497324,True
11,16,1,16,1,1,524288,torch.float8_e4m3fn,0.07535359859466553,301989888,0.000867361668497324,True
11,16,1,16,1,8,524288,torch.float8_e4m3fn,0.34940640926361083,2415919104,0.000867361668497324,True
