rank,projection_tp,nested_cp,effective_head_tp,dp,batch_per_dp,context,cache_dtype,graph_ms,local_cache_bytes,correctness_max_abs,includes_query_exchange
15,16,1,16,1,1,1024,torch.bfloat16,0.012595200538635254,1179648,7.794611155986786e-05,True
15,16,1,16,1,8,1024,torch.bfloat16,0.012476799637079239,9437184,7.794611155986786e-05,True
15,16,1,16,1,32,1024,torch.bfloat16,0.016438399255275727,37748736,7.794611155986786e-05,True
15,16,1,16,1,1,8192,torch.bfloat16,0.014417600631713868,9437184,7.794611155986786e-05,True
15,16,1,16,1,8,8192,torch.bfloat16,0.018719999492168425,75497472,7.794611155986786e-05,True
15,16,1,16,1,32,8192,torch.bfloat16,0.06742240190505981,301989888,7.794611155986786e-05,True
15,16,1,16,1,1,32768,torch.bfloat16,0.026774400472640993,37748736,7.794611155986786e-05,True
15,16,1,16,1,8,32768,torch.bfloat16,0.06714400053024291,301989888,7.794611155986786e-05,True
15,16,1,16,1,32,32768,torch.bfloat16,0.22114720344543456,1207959552,7.794611155986786e-05,True
15,16,1,16,1,1,131072,torch.bfloat16,0.05389279723167419,150994944,7.794611155986786e-05,True
15,16,1,16,1,8,131072,torch.bfloat16,0.21620960235595704,1207959552,7.794611155986786e-05,True
15,16,1,16,1,32,131072,torch.bfloat16,0.8225199699401855,4831838208,7.794611155986786e-05,True
15,16,1,16,1,1,524288,torch.bfloat16,0.13998559713363648,603979776,7.794611155986786e-05,True
15,16,1,16,1,8,524288,torch.bfloat16,0.7853536128997802,4831838208,7.794611155986786e-05,True
15,16,1,16,1,32,524288,torch.bfloat16,3.2662273406982423,19327352832,7.794611155986786e-05,True
15,16,1,16,1,1,1048576,torch.bfloat16,0.255131196975708,1207959552,7.794611155986786e-05,True
15,16,1,16,1,8,1048576,torch.bfloat16,1.5624480247497559,9663676416,7.794611155986786e-05,True
15,16,1,16,1,32,1048576,torch.bfloat16,6.411908721923828,38654705664,7.794611155986786e-05,True
15,16,1,16,1,1,1024,torch.float8_e4m3fn,0.012399999797344208,589824,0.00077175407204777,True
15,16,1,16,1,8,1024,torch.float8_e4m3fn,0.012385600060224534,4718592,0.00077175407204777,True
15,16,1,16,1,32,1024,torch.float8_e4m3fn,0.01446399986743927,18874368,0.00077175407204777,True
15,16,1,16,1,1,8192,torch.float8_e4m3fn,0.014424000680446625,4718592,0.00077175407204777,True
15,16,1,16,1,8,8192,torch.float8_e4m3fn,0.0165583997964859,37748736,0.00077175407204777,True
15,16,1,16,1,32,8192,torch.float8_e4m3fn,0.035579198598861696,150994944,0.00077175407204777,True
15,16,1,16,1,1,32768,torch.float8_e4m3fn,0.02263360023498535,18874368,0.00077175407204777,True
15,16,1,16,1,8,32768,torch.float8_e4m3fn,0.0369951993227005,150994944,0.00077175407204777,True
15,16,1,16,1,32,32768,torch.float8_e4m3fn,0.10233119726181031,603979776,0.00077175407204777,True
15,16,1,16,1,1,131072,torch.float8_e4m3fn,0.032864001393318173,75497472,0.00077175407204777,True
15,16,1,16,1,8,131072,torch.float8_e4m3fn,0.100491201877594,603979776,0.00077175407204777,True
15,16,1,16,1,32,131072,torch.float8_e4m3fn,0.3667167901992798,2415919104,0.00077175407204777,True
15,16,1,16,1,1,524288,torch.float8_e4m3fn,0.07545920014381409,301989888,0.00077175407204777,True
15,16,1,16,1,8,524288,torch.float8_e4m3fn,0.34903678894042967,2415919104,0.00077175407204777,True
15,16,1,16,1,32,524288,torch.float8_e4m3fn,1.4104751586914062,9663676416,0.00077175407204777,True
15,16,1,16,1,1,1048576,torch.float8_e4m3fn,0.12664159536361694,603979776,0.00077175407204777,True
15,16,1,16,1,8,1048576,torch.float8_e4m3fn,0.6799759864807129,4831838208,0.00077175407204777,True
15,16,1,16,1,32,1048576,torch.float8_e4m3fn,2.826475143432617,19327352832,0.00077175407204777,True
15,16,2,8,1,1,1024,torch.bfloat16,0.051923197507858274,589824,0.00010567344725131989,True
15,16,2,8,1,8,1024,torch.bfloat16,0.0575872004032135,4718592,0.00010567344725131989,True
15,16,2,8,1,32,1024,torch.bfloat16,0.0625823974609375,18874368,0.00010567344725131989,True
15,16,2,8,1,1,8192,torch.bfloat16,0.05481759905815124,4718592,0.00010567344725131989,True
15,16,2,8,1,8,8192,torch.bfloat16,0.06410239934921265,37748736,0.00010567344725131989,True
15,16,2,8,1,32,8192,torch.bfloat16,0.10634560585021972,150994944,0.00010567344725131989,True
15,16,2,8,1,1,32768,torch.bfloat16,0.059595197439193726,18874368,0.00010567344725131989,True
15,16,2,8,1,8,32768,torch.bfloat16,0.10045599937438965,150994944,0.00010567344725131989,True
15,16,2,8,1,32,32768,torch.bfloat16,0.18197599649429322,603979776,0.00010567344725131989,True
15,16,2,8,1,1,131072,torch.bfloat16,0.08168320059776306,75497472,0.00010567344725131989,True
15,16,2,8,1,8,131072,torch.bfloat16,0.17791520357131957,603979776,0.00010567344725131989,True
