total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
65536,61440,4096,131072,6241190400,100663296,18.671295166015625,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
