total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
65536,32768,32768,131072,9399435776,805306368,65.58544158935547,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
