total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
65536,49152,16384,131072,7593787904,402653184,42.20716857910156,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
