total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
65536,65024,512,131072,5844566528,12582912,10.41801643371582,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
