total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
65536,0,65536,131072,1635778560,1610612736,66.22601318359375,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
