rank,tp,dp,context,chunk,cache_dtype,cold_prefill_cuda_ms,cold_prefill_wall_ms,dynamic_peak_bytes,cache_bytes,split_vs_unsplit_relative_l2,weights,samples
6,8,2,131072,8192,fp8_e4m3,102.51529693603516,102.54202131181955,2061960704,75497472,0.004397677723318338,MLA layer 3,1
6,8,2,1048576,8192,fp8_e4m3,4314.771484375,4314.725139178336,3694855680,603979776,0.006420935969799757,MLA layer 3,1
6,4,4,8192,8192,bfloat16,2.580672025680542,2.6231538504362106,482411520,9437184,0.0,MLA layer 3,1
6,4,4,131072,8192,bfloat16,161.0548095703125,161.083422601223,3713992192,150994944,0.004635257180780172,MLA layer 3,1
6,4,4,1048576,8192,bfloat16,8065.767578125,8065.65768411383,5911283200,1207959552,0.006740302313119173,MLA layer 3,1
6,4,4,8192,8192,fp8_e4m3,2.5318400859832764,2.5650770403444767,482411520,4718592,0.0,MLA layer 3,1
6,4,4,131072,8192,fp8_e4m3,160.2683868408203,160.2923688478768,3713992192,75497472,0.004787754733115435,MLA layer 3,1
6,4,4,1048576,8192,fp8_e4m3,8111.765625,8111.668371129781,5911283200,603979776,0.0068412357941269875,MLA layer 3,1
7,16,1,8192,8192,bfloat16,12.30288028717041,12.353328987956047,215811072,9437184,0.0,MLA layer 3,1
7,16,1,131072,8192,bfloat16,7612.49267578125,7612.3826638795435,1236010496,150994944,0.004252754617482424,MLA layer 3,1
7,16,1,1048576,8192,bfloat16,2971.84765625,2971.819126047194,2586183168,1207959552,0.006312869489192963,MLA layer 3,1
7,16,1,1048576,4096,bfloat16,3800.618896484375,3800.586892757565,2476279296,1207959552,0.006080470513552427,MLA layer 3,1
7,16,1,1048576,16384,bfloat16,1982.0411376953125,1982.034248765558,2803893760,1207959552,0.006186738610267639,MLA layer 3,1
7,16,1,8192,8192,fp8_e4m3,3.343519926071167,3.3711702562868595,215811072,4718592,0.0,MLA layer 3,1
7,16,1,131072,8192,fp8_e4m3,86.61779022216797,86.64290606975555,1236010496,75497472,0.004408787935972214,MLA layer 3,1
7,16,1,1048576,8192,fp8_e4m3,2941.021484375,2940.9932917915285,2586183168,603979776,0.006423066835850477,MLA layer 3,1
7,16,1,1048576,4096,fp8_e4m3,3945.033447265625,3944.990999996662,2476279296,603979776,0.00626356853172183,MLA layer 3,1
7,16,1,1048576,16384,fp8_e4m3,2016.9298095703125,2016.929083969444,2803893760,603979776,0.006239296402782202,MLA layer 3,1
7,8,2,8192,8192,bfloat16,2.131903886795044,2.168504986912012,304677888,9437184,0.0,MLA layer 3,1
7,8,2,131072,8192,bfloat16,100.88195037841797,100.9081369265914,2061960704,150994944,0.004243088886141777,MLA layer 3,1
7,8,2,1048576,8192,bfloat16,4236.111328125,4236.064024735242,3694855680,1207959552,0.006312725134193897,MLA layer 3,1
7,8,2,8192,8192,fp8_e4m3,2.3293120861053467,2.3593497462570667,304677888,4718592,0.0,MLA layer 3,1
7,8,2,131072,8192,fp8_e4m3,102.52243041992188,102.54733311012387,2061960704,75497472,0.004397677723318338,MLA layer 3,1
7,8,2,1048576,8192,fp8_e4m3,4314.7734375,4314.725362695754,3694855680,603979776,0.006420935969799757,MLA layer 3,1
7,4,4,8192,8192,bfloat16,2.579871892929077,2.618033904582262,482411520,9437184,0.0,MLA layer 3,1
7,4,4,131072,8192,bfloat16,161.06985473632812,161.09500592574477,3713992192,150994944,0.004635257180780172,MLA layer 3,1
7,4,4,1048576,8192,bfloat16,8065.763671875,8065.657364204526,5911283200,1207959552,0.006740302313119173,MLA layer 3,1
7,4,4,8192,8192,fp8_e4m3,2.5311999320983887,2.562100999057293,482411520,4718592,0.0,MLA layer 3,1
7,4,4,131072,8192,fp8_e4m3,160.25193786621094,160.27540992945433,3713992192,75497472,0.004787754733115435,MLA layer 3,1
7,4,4,1048576,8192,fp8_e4m3,8111.74609375,8111.643538810313,5911283200,603979776,0.0068412357941269875,MLA layer 3,1
8,16,1,8192,8192,bfloat16,12.22374439239502,12.294033891521394,215811072,9437184,0.0,MLA layer 3,1
8,16,1,131072,8192,bfloat16,7612.49462890625,7612.5320619903505,1236010496,150994944,0.004252754617482424,MLA layer 3,1
8,16,1,1048576,8192,bfloat16,2971.843505859375,2971.8722759280354,2586183168,1207959552,0.006312869489192963,MLA layer 3,1
8,16,1,1048576,4096,bfloat16,3800.53564453125,3800.5832619965076,2476279296,1207959552,0.006080470513552427,MLA layer 3,1
8,16,1,1048576,16384,bfloat16,1982.015380859375,1982.0505329407752,2803893760,1207959552,0.006186738610267639,MLA layer 3,1
8,16,1,8192,8192,fp8_e4m3,3.343071937561035,3.374299965798855,215811072,4718592,0.0,MLA layer 3,1
8,16,1,131072,8192,fp8_e4m3,86.58489227294922,86.62067097611725,1236010496,75497472,0.004408787935972214,MLA layer 3,1
8,16,1,1048576,8192,fp8_e4m3,2941.015625,2941.0449529532343,2586183168,603979776,0.006423066835850477,MLA layer 3,1
8,16,1,1048576,4096,fp8_e4m3,3945.004638671875,3945.040262071416,2476279296,603979776,0.00626356853172183,MLA layer 3,1
8,16,1,1048576,16384,fp8_e4m3,2016.9981689453125,2017.0291230315343,2803893760,603979776,0.006239296402782202,MLA layer 3,1
8,8,2,8192,8192,bfloat16,3.175487995147705,3.2160610426217318,304677888,9437184,0.0,MLA layer 3,1
