total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
1048576,1032192,16384,65536,10563355136,402653184,747.2283325195312,1,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
