rank,group_start,size,requested_tokens,padded_tokens,op,logical_bytes,median_ms,min_ms,max_ms
0,0,2,1,2,all_reduce,28672,0.014650266369183857,0.014648532867431641,0.014763466517130534
0,0,2,1,2,reduce_scatter,28672,0.012952133019765218,0.012951067090034485,0.01298639973004659
0,0,2,1,2,all_gather,28672,0.013030399878819784,0.013019733627637227,0.013032000263532002
0,0,2,1,2,all_to_all,28672,0.014365466435750325,0.014222666621208191,0.014406800270080566
0,0,2,1,2,rs_ag_pair,28672,0.034235199292500816,0.034100667635599775,0.034259601434071855
0,0,2,8,8,all_reduce,114688,0.014561733603477478,0.014561200141906738,0.014626399676005045
0,0,2,8,8,reduce_scatter,114688,0.01320906678835551,0.013206799825032553,0.013252400358517965
0,0,2,8,8,all_gather,114688,0.013326266407966613,0.013302000363667806,0.013328933715820312
0,0,2,8,8,all_to_all,114688,0.0146505335966746,0.014571999510129293,0.014672933022181193
0,0,2,8,8,rs_ag_pair,114688,0.033844399452209475,0.03373253345489502,0.033871201674143474
0,0,2,128,128,all_reduce,1835008,0.020985867579778036,0.020949065685272217,0.021107733249664307
0,0,2,128,128,reduce_scatter,1835008,0.016668534278869628,0.01663533349831899,0.016777199506759644
0,0,2,128,128,all_gather,1835008,0.018065200249354044,0.018060000737508138,0.018114266792933147
0,0,2,128,128,all_to_all,1835008,0.021397199233373007,0.021352799733479817,0.021443066994349162
0,0,2,128,128,rs_ag_pair,1835008,0.042358533541361494,0.04225306510925293,0.04241986672083537
0,0,2,1024,1024,all_reduce,14680064,0.05265359878540039,0.05258386532465617,0.05267626841862996
0,0,2,1024,1024,reduce_scatter,14680064,0.0375929315884908,0.037581066290537514,0.03762186765670776
0,0,2,1024,1024,all_gather,14680064,0.0381279985109965,0.03812013467152913,0.03818399906158447
0,0,2,1024,1024,all_to_all,14680064,0.046094266573588054,0.046067333221435545,0.04610373179117839
0,0,2,1024,1024,rs_ag_pair,14680064,0.08382346630096435,0.08367533683776855,0.08395880063374837
0,0,2,8192,8192,all_reduce,117440512,0.2472313404083252,0.24713493982950846,0.2472486654917399
0,0,2,8192,8192,reduce_scatter,117440512,0.16538160641988117,0.16523466110229493,0.16566839218139648
0,0,2,8192,8192,all_gather,117440512,0.15378866195678711,0.15368666648864746,0.1539133389790853
0,0,2,8192,8192,all_to_all,117440512,0.1973470687866211,0.19719866116841633,0.19738839467366537
0,0,2,8192,8192,rs_ag_pair,117440512,0.3268737475077311,0.3267917315165202,0.32702480951944984
0,0,2,16384,16384,all_reduce,234881024,0.4547681490580241,0.45464439392089845,0.45526453653971355
0,0,2,16384,16384,reduce_scatter,234881024,0.3024694760640462,0.3023685455322266,0.30257838567097983
0,0,2,16384,16384,all_gather,234881024,0.28343734741210935,0.2831000010172526,0.2834530512491862
0,0,2,16384,16384,all_to_all,234881024,0.3627382596333822,0.3624267896016439,0.3640330632527669
0,0,2,16384,16384,rs_ag_pair,234881024,0.5939770380655924,0.5938902537027995,0.5939909617106119
0,0,4,1,4,all_reduce,57344,0.020964932441711426,0.020936799049377442,0.020987067619959512
