rank,tp,dp,phase,batch_per_dp,chunk,ms,graph_ms,dynamic_peak_bytes,state_bytes
2,8,1,decode,32,1,1.0279680490493774,0.08214293320973715,1352704,13762560
2,8,1,decode,128,1,1.0128639936447144,0.10953066349029542,5476352,55050240
2,8,1,decode,256,1,1.0096640586853027,0.17565226554870605,11345920,110100480
3,1,8,prefill,1,1024,2.5621120929718018,,881442816,3440640
3,1,8,prefill,1,8192,14.313183784484863,,7048445952,3440640
3,1,8,prefill,1,16384,28.61961555480957,,14096449536,3440640
3,1,8,decode,1,1,0.7261760234832764,0.15063039461771646,246272,3440640
3,1,8,decode,8,1,0.7100480198860168,0.1628394603729248,1969664,27525120
3,1,8,decode,32,1,0.7067199945449829,0.20580906867980958,8468480,110100480
3,1,8,decode,128,1,0.6230400204658508,0.3542901357014974,31580160,440401920
3,1,8,decode,256,1,0.6506239771842957,0.6389322916666667,63029248,880803840
3,2,4,prefill,1,1024,2.20467209815979,,440721408,1720320
3,2,4,prefill,1,8192,7.889023780822754,,3524222976,1720320
3,2,4,prefill,1,16384,15.169695854187012,,7048224768,1720320
3,2,4,decode,1,1,0.887008011341095,0.1065013329188029,125440,1720320
3,2,4,decode,8,1,0.8810240030288696,0.11249066988627116,1002496,13762560
3,2,4,decode,32,1,0.8731520175933838,0.1392906665802002,4074496,55050240
3,2,4,decode,128,1,0.7163839936256409,0.21874666213989258,16101376,220200960
3,2,4,decode,256,1,0.6632320284843445,0.3888853391011556,32071680,440401920
3,4,2,prefill,1,1024,1.9530240297317505,,220360704,860160
3,4,2,prefill,1,8192,4.629024028778076,,1762111488,860160
3,4,2,prefill,1,16384,8.560799598693848,,3524112384,860160
3,4,2,decode,1,1,0.7597759962081909,0.07741440137227376,70144,860160
3,4,2,decode,8,1,0.7465599775314331,0.08034666379292806,559616,6881280
3,4,2,decode,32,1,0.7726719975471497,0.09528640111287436,2238464,27525120
3,4,2,decode,128,1,0.7447360157966614,0.1450602690378825,8953856,110100480
3,4,2,decode,256,1,0.7096959948539734,0.22669439315795897,17973248,220200960
3,8,1,prefill,1,1024,2.1823999881744385,,110180352,430080
3,8,1,prefill,1,8192,3.6495039463043213,,881055744,430080
3,8,1,prefill,1,16384,5.562848091125488,,1762056192,430080
3,8,1,decode,1,1,1.1264959573745728,0.07203839619954427,42496,430080
3,8,1,decode,8,1,1.1261119842529297,0.07549653053283692,338432,3440640
3,8,1,decode,32,1,1.0285760164260864,0.08220693270365396,1352704,13762560
3,8,1,decode,128,1,1.0101439952850342,0.10954346656799316,5476352,55050240
3,8,1,decode,256,1,1.006592035293579,0.17566933631896972,11345920,110100480
4,1,8,prefill,1,1024,2.753216028213501,,881442816,3440640
4,1,8,prefill,1,8192,14.34006404876709,,7048445952,3440640
4,1,8,prefill,1,16384,28.60492706298828,,14096449536,3440640
4,1,8,decode,1,1,0.8455359935760498,0.15074666341145834,246272,3440640
4,1,8,decode,8,1,0.9110400080680847,0.16348800659179688,1969664,27525120
4,1,8,decode,32,1,0.8432000279426575,0.20578667322794597,8468480,110100480
4,1,8,decode,128,1,0.67740797996521,0.3544063886006673,31580160,440401920
4,1,8,decode,256,1,0.6963199973106384,0.6407925287882487,63029248,880803840
4,2,4,prefill,1,1024,2.531775951385498,,440721408,1720320
4,2,4,prefill,1,8192,7.9423041343688965,,3524222976,1720320
4,2,4,prefill,1,16384,15.222175598144531,,7048224768,1720320
4,2,4,decode,1,1,1.1028800010681152,0.10667946338653564,125440,1720320
4,2,4,decode,8,1,1.1097279787063599,0.11267200311024984,1002496,13762560
4,2,4,decode,32,1,1.1617920398712158,0.13944320678710936,4074496,55050240
4,2,4,decode,128,1,0.9660159945487976,0.2192373275756836,16101376,220200960
4,2,4,decode,256,1,0.9062399864196777,0.38918720881144203,32071680,440401920
4,4,2,prefill,1,1024,2.308000087738037,,220360704,860160
4,4,2,prefill,1,8192,4.898975849151611,,1762111488,860160
4,4,2,prefill,1,16384,8.637439727783203,,3524112384,860160
4,4,2,decode,1,1,1.0292799472808838,0.07789759635925293,70144,860160
4,4,2,decode,8,1,1.043936014175415,0.08204159736633301,559616,6881280
4,4,2,decode,32,1,0.9670079946517944,0.09526826540629069,2238464,27525120
4,4,2,decode,128,1,1.0231679677963257,0.14551040331522624,8953856,110100480
4,4,2,decode,256,1,0.9928640127182007,0.2269279956817627,17973248,220200960
4,8,1,prefill,1,1024,2.1640000343322754,,110180352,430080
4,8,1,prefill,1,8192,3.6388161182403564,,881055744,430080
4,8,1,prefill,1,16384,5.546720027923584,,1762056192,430080
4,8,1,decode,1,1,1.1147840023040771,0.07163200378417969,42496,430080
4,8,1,decode,8,1,1.1182399988174438,0.07522239685058593,338432,3440640
4,8,1,decode,32,1,1.013759970664978,0.08175679842631021,1352704,13762560
4,8,1,decode,128,1,1.0037120580673218,0.10909653504689534,5476352,55050240
4,8,1,decode,256,1,1.012671947479248,0.17528319358825684,11345920,110100480
5,1,8,prefill,1,1024,2.9601919651031494,,881442816,3440640
5,1,8,prefill,1,8192,14.383359909057617,,7048445952,3440640
5,1,8,prefill,1,16384,28.672191619873047,,14096449536,3440640
5,1,8,decode,1,1,0.7170559763908386,0.15174934069315593,246272,3440640
5,1,8,decode,8,1,0.6741759777069092,0.16339732805887858,1969664,27525120
5,1,8,decode,32,1,0.6709759831428528,0.2064202626546224,8468480,110100480
5,1,8,decode,128,1,0.5529599785804749,0.35497814814249673,31580160,440401920
5,1,8,decode,256,1,0.6516479849815369,0.6385791778564454,63029248,880803840
5,2,4,prefill,1,1024,2.53654408454895,,440721408,1720320
5,2,4,prefill,1,8192,7.948192119598389,,3524222976,1720320
5,2,4,prefill,1,16384,15.231807708740234,,7048224768,1720320
5,2,4,decode,1,1,1.117792010307312,0.10706666310628256,125440,1720320
5,2,4,decode,8,1,1.114400029182434,0.11306986808776856,1002496,13762560
5,2,4,decode,32,1,1.17084801197052,0.1397098700205485,4074496,55050240
5,2,4,decode,128,1,0.9666560292243958,0.21947093009948732,16101376,220200960
5,2,4,decode,256,1,0.9053760170936584,0.38954346974690757,32071680,440401920
5,4,2,prefill,1,1024,2.314624071121216,,220360704,860160
5,4,2,prefill,1,8192,4.919072151184082,,1762111488,860160
5,4,2,prefill,1,16384,8.655967712402344,,3524112384,860160
5,4,2,decode,1,1,1.045024037361145,0.07820053100585937,70144,860160
5,4,2,decode,8,1,1.0597120523452759,0.08230720361073812,559616,6881280
5,4,2,decode,32,1,0.96806401014328,0.09571946461995443,2238464,27525120
5,4,2,decode,128,1,1.0298880338668823,0.14589014053344726,8953856,110100480
5,4,2,decode,256,1,0.9943360090255737,0.22730239232381186,17973248,220200960
5,8,1,prefill,1,1024,2.1852800846099854,,110180352,430080
5,8,1,prefill,1,8192,3.647968053817749,,881055744,430080
5,8,1,prefill,1,16384,5.565023899078369,,1762056192,430080
5,8,1,decode,1,1,1.1262400150299072,0.07197226683298746,42496,430080
5,8,1,decode,8,1,1.1285760402679443,0.07559999624888102,338432,3440640
5,8,1,decode,32,1,1.0232959985733032,0.08216426372528077,1352704,13762560
5,8,1,decode,128,1,1.014143943786621,0.10954986413319906,5476352,55050240
5,8,1,decode,256,1,1.012511968612671,0.1756714661916097,11345920,110100480
6,1,8,prefill,1,1024,2.4268798828125,,881442816,3440640
6,1,8,prefill,1,8192,14.28217601776123,,7048445952,3440640
6,1,8,prefill,1,16384,28.536800384521484,,14096449536,3440640
6,1,8,decode,1,1,0.6096320152282715,0.1520352045694987,246272,3440640
6,1,8,decode,8,1,0.6000319719314575,0.16312106450398764,1969664,27525120
6,1,8,decode,32,1,0.591871976852417,0.20630826950073242,8468480,110100480
6,1,8,decode,128,1,0.5175679922103882,0.3542389233907064,31580160,440401920
6,1,8,decode,256,1,0.6533120274543762,0.6379487991333008,63029248,880803840
6,2,4,prefill,1,1024,2.0555520057678223,,440721408,1720320
6,2,4,prefill,1,8192,7.850336074829102,,3524222976,1720320
6,2,4,prefill,1,16384,15.132415771484375,,7048224768,1720320
6,2,4,decode,1,1,0.8049600124359131,0.10558293660481771,125440,1720320
6,2,4,decode,8,1,0.799839973449707,0.11150826613108317,1002496,13762560
6,2,4,decode,32,1,0.7881280183792114,0.13882986704508463,4074496,55050240
6,2,4,decode,128,1,0.6516479849815369,0.2181269327799479,16101376,220200960
6,2,4,decode,256,1,0.5949119925498962,0.3878261248270671,32071680,440401920
6,4,2,prefill,1,1024,2.319808006286621,,220360704,860160
6,4,2,prefill,1,8192,4.9224958419799805,,1762111488,860160
6,4,2,prefill,1,16384,8.659968376159668,,3524112384,860160
6,4,2,decode,1,1,1.0499520301818848,0.07823146979014078,70144,860160
6,4,2,decode,8,1,1.0679999589920044,0.08248960177103679,559616,6881280
6,4,2,decode,32,1,0.9763839840888977,0.09581653277079265,2238464,27525120
6,4,2,decode,128,1,1.0301439762115479,0.14591466585795085,8953856,110100480
6,4,2,decode,256,1,0.9963520169258118,0.22745280265808104,17973248,220200960
6,8,1,prefill,1,1024,2.1861119270324707,,110180352,430080
6,8,1,prefill,1,8192,3.6530239582061768,,881055744,430080
6,8,1,prefill,1,16384,5.567296028137207,,1762056192,430080
6,8,1,decode,1,1,1.1310720443725586,0.07196799914042155,42496,430080
6,8,1,decode,8,1,1.1331520080566406,0.07570453484853108,338432,3440640
6,8,1,decode,32,1,1.030303955078125,0.08213866551717122,1352704,13762560
6,8,1,decode,128,1,1.0178560018539429,0.10949866771697998,5476352,55050240
6,8,1,decode,256,1,1.014847993850708,0.1757215976715088,11345920,110100480
7,1,8,prefill,1,1024,2.4699199199676514,,881442816,3440640
7,1,8,prefill,1,8192,14.30684757232666,,7048445952,3440640
7,1,8,prefill,1,16384,28.610111236572266,,14096449536,3440640
7,1,8,decode,1,1,0.6221439838409424,0.15059839884440104,246272,3440640
7,1,8,decode,8,1,0.6120960116386414,0.16244053840637207,1969664,27525120
7,1,8,decode,32,1,0.5580800175666809,0.2052288055419922,8468480,110100480
7,1,8,decode,128,1,0.5243200063705444,0.3529706637064616,31580160,440401920
7,1,8,decode,256,1,0.6512640118598938,0.6378090540568034,63029248,880803840
7,2,4,prefill,1,1024,2.0550079345703125,,440721408,1720320
7,2,4,prefill,1,8192,7.852640151977539,,3524222976,1720320
7,2,4,prefill,1,16384,15.138976097106934,,7048224768,1720320
7,2,4,decode,1,1,0.8156160116195679,0.1057375987370809,125440,1720320
7,2,4,decode,8,1,0.8032000064849854,0.11165440082550049,1002496,13762560
7,2,4,decode,32,1,0.7864320278167725,0.13897280693054198,4074496,55050240
7,2,4,decode,128,1,0.664031982421875,0.2182655970255534,16101376,220200960
7,2,4,decode,256,1,0.6041600108146667,0.3880202611287435,32071680,440401920
7,4,2,prefill,1,1024,2.3213438987731934,,220360704,860160
7,4,2,prefill,1,8192,4.928287982940674,,1762111488,860160
7,4,2,prefill,1,16384,8.660703659057617,,3524112384,860160
7,4,2,decode,1,1,1.050976037979126,0.0783029317855835,70144,860160
7,4,2,decode,8,1,1.0705920457839966,0.0825045347213745,559616,6881280
7,4,2,decode,32,1,0.9789119958877563,0.09586880207061768,2238464,27525120
7,4,2,decode,128,1,1.031167984008789,0.1460693359375,8953856,110100480
7,4,2,decode,256,1,0.9993600249290466,0.22756053606669108,17973248,220200960
7,8,1,prefill,1,1024,2.1934080123901367,,110180352,430080
7,8,1,prefill,1,8192,3.6541759967803955,,881055744,430080
7,8,1,prefill,1,16384,5.570591926574707,,1762056192,430080
7,8,1,decode,1,1,1.1341439485549927,0.07210666338602702,42496,430080
7,8,1,decode,8,1,1.1361279487609863,0.07574613094329834,338432,3440640
7,8,1,decode,32,1,1.026911973953247,0.08225813706715902,1352704,13762560
7,8,1,decode,128,1,1.0178560018539429,0.10964799722035726,5476352,55050240
7,8,1,decode,256,1,1.0168319940567017,0.17576319376627605,11345920,110100480
