rank,projection_tp,nested_cp,effective_head_tp,dp,batch_per_dp,context,cache_dtype,graph_ms,local_cache_bytes,correctness_max_abs,includes_query_exchange
0,16,16,1,1,8,8192,torch.bfloat16,0.16398240327835084,4718592,2.504047006368637e-05,True
0,16,16,1,1,32,8192,torch.bfloat16,0.2172096014022827,18874368,2.504047006368637e-05,True
0,16,16,1,1,1,32768,torch.bfloat16,0.15194079875946045,2359296,2.504047006368637e-05,True
0,16,16,1,1,8,32768,torch.bfloat16,0.17845920324325562,18874368,2.504047006368637e-05,True
0,16,16,1,1,32,32768,torch.bfloat16,0.24494400024414062,75497472,2.504047006368637e-05,True
0,16,16,1,1,1,131072,torch.bfloat16,0.1604431986808777,9437184,2.504047006368637e-05,True
0,16,16,1,1,8,131072,torch.bfloat16,0.20313920974731445,75497472,2.504047006368637e-05,True
0,16,16,1,1,32,131072,torch.bfloat16,0.2919584035873413,301989888,2.504047006368637e-05,True
0,16,16,1,1,1,524288,torch.bfloat16,0.16899360418319703,37748736,2.504047006368637e-05,True
0,16,16,1,1,8,524288,torch.bfloat16,0.25448319911956785,301989888,2.504047006368637e-05,True
0,16,16,1,1,32,524288,torch.bfloat16,0.46173601150512694,1207959552,2.504047006368637e-05,True
0,16,16,1,1,1,1048576,torch.bfloat16,0.18147200345993042,75497472,2.504047006368637e-05,True
0,16,16,1,1,8,1048576,torch.bfloat16,0.31006879806518556,603979776,2.504047006368637e-05,True
0,16,16,1,1,32,1048576,torch.bfloat16,0.700758409500122,2415919104,2.504047006368637e-05,True
0,16,16,1,1,1,8192,torch.float8_e4m3fn,0.1455631971359253,294912,0.00026310759130865335,True
0,16,16,1,1,8,8192,torch.float8_e4m3fn,0.16344959735870362,2359296,0.00026310759130865335,True
0,16,16,1,1,32,8192,torch.float8_e4m3fn,0.20177760124206542,9437184,0.00026310759130865335,True
0,16,16,1,1,1,32768,torch.float8_e4m3fn,0.1472767949104309,1179648,0.00026310759130865335,True
0,16,16,1,1,8,32768,torch.float8_e4m3fn,0.17344000339508056,9437184,0.00026310759130865335,True
0,16,16,1,1,32,32768,torch.float8_e4m3fn,0.2257024049758911,37748736,0.00026310759130865335,True
0,16,16,1,1,1,131072,torch.float8_e4m3fn,0.1515023946762085,4718592,0.00026310759130865335,True
0,16,16,1,1,8,131072,torch.float8_e4m3fn,0.17637759447097778,37748736,0.00026310759130865335,True
0,16,16,1,1,32,131072,torch.float8_e4m3fn,0.2570080041885376,150994944,0.00026310759130865335,True
0,16,16,1,1,1,524288,torch.float8_e4m3fn,0.1628224015235901,18874368,0.00026310759130865335,True
0,16,16,1,1,8,524288,torch.float8_e4m3fn,0.22607200145721434,150994944,0.00026310759130865335,True
0,16,16,1,1,32,524288,torch.float8_e4m3fn,0.36016159057617186,603979776,0.00026310759130865335,True
0,16,16,1,1,1,1048576,torch.float8_e4m3fn,0.16694240570068358,37748736,0.00026310759130865335,True
0,16,16,1,1,8,1048576,torch.float8_e4m3fn,0.2518127918243408,301989888,0.00026310759130865335,True
0,16,16,1,1,32,1048576,torch.float8_e4m3fn,0.49292478561401365,1207959552,0.00026310759130865335,True
0,8,1,8,2,1,1024,torch.bfloat16,0.01449120044708252,1179648,8.464045822620392e-05,True
0,8,1,8,2,8,1024,torch.bfloat16,0.014478400349617004,9437184,8.464045822620392e-05,True
0,8,1,8,2,32,1024,torch.bfloat16,0.016569599509239197,37748736,8.464045822620392e-05,True
0,8,1,8,2,1,8192,torch.bfloat16,0.014903999865055084,9437184,8.464045822620392e-05,True
0,8,1,8,2,8,8192,torch.bfloat16,0.020491200685501098,75497472,8.464045822620392e-05,True
0,8,1,8,2,32,8192,torch.bfloat16,0.06883839964866638,301989888,8.464045822620392e-05,True
0,8,1,8,2,1,32768,torch.bfloat16,0.026739200949668883,37748736,8.464045822620392e-05,True
0,8,1,8,2,8,32768,torch.bfloat16,0.06713280081748962,301989888,8.464045822620392e-05,True
0,8,1,8,2,32,32768,torch.bfloat16,0.22411999702453614,1207959552,8.464045822620392e-05,True
0,8,1,8,2,1,131072,torch.bfloat16,0.05202239751815796,150994944,8.464045822620392e-05,True
0,8,1,8,2,8,131072,torch.bfloat16,0.23044800758361816,1207959552,8.464045822620392e-05,True
0,8,1,8,2,32,131072,torch.bfloat16,0.8311807632446289,4831838208,8.464045822620392e-05,True
0,8,1,8,2,1,524288,torch.bfloat16,0.13766560554504395,603979776,8.464045822620392e-05,True
0,8,1,8,2,8,524288,torch.bfloat16,0.7900479793548584,4831838208,8.464045822620392e-05,True
0,8,1,8,2,32,524288,torch.bfloat16,3.2769615173339846,19327352832,8.464045822620392e-05,True
0,8,1,8,2,1,1048576,torch.bfloat16,0.2534064054489136,1207959552,8.464045822620392e-05,True
0,8,1,8,2,8,1048576,torch.bfloat16,1.5702239990234375,9663676416,8.464045822620392e-05,True
0,8,1,8,2,32,1048576,torch.bfloat16,6.454582214355469,38654705664,8.464045822620392e-05,True
0,8,1,8,2,1,1024,torch.float8_e4m3fn,0.01244639977812767,589824,0.000968145439401269,True
