total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
1048576,1032192,16384,131072,18673041920,402653184,687.0068359375,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
