total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
131072,129024,2048,131072,11801985536,50331648,19.870752334594727,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
