total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
1048576,1046528,2048,131072,17616077312,50331648,150.80911254882812,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
