chunk,current_padded_conv_ms,ragged_triton_ms,speedup
1024,0.5912960171699524,0.11609599739313126,5.093164540097539
2048,1.140928030014038,0.15299199521541595,7.457436112311545
4096,2.2449920177459717,0.24659200012683868,9.10407481423251
8192,4.445343971252441,0.440064013004303,10.101584860130279
16384,8.863264083862305,0.8239039778709412,10.757642057714005
