total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
1048576,1040384,8192,131072,18069062144,201326592,373.6170959472656,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
