total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
8192,0,8192,131072,204472320,201326592,1.8187520503997803,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
