total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
524288,507904,16384,131072,18069062144,402653184,344.5065002441406,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
