total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
524288,522240,2048,131072,17012097536,50331648,76.20559692382812,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
