total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
131072,122880,8192,131072,12480152064,201326592,48.05491256713867,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
