total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
524288,516096,8192,131072,17465082368,201326592,187.42745971679688,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
