total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
32768,16384,16384,131072,4699718144,402653184,19.140256881713867,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
