total_context,cached_prefix,fresh_chunk,prefix_chunk_size,incremental_peak_bytes,incremental_live_bytes,steady_forward_ms,warmup_iterations,gpu,cache_layout
32768,30720,2048,131072,3120038400,50331648,7.670432090759277,2,NVIDIA B300 SXM6 AC,"packed mixed FP8/BF16, 656 bytes/token"
