hardware,hbm_budget_gib,world,tp,dp,ep,ffn_tp,nested_cp,cache_dtype,context,weight_gib,allowance_gib,cache_state_per_request_gib,minimum_hbm_one_request_gib,requests_per_dp,cluster_requests,resident_tokens,implemented_mesh
GB200_measured,184.306640625,8,1,8,8,1,1,fp8_e4m3,1048576,274.9372925758362,20,13.721099853515625,308.6583924293518,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,bfloat16,1024,239.4316074848175,20,0.1369171142578125,259.5685245990753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,bfloat16,8192,239.4316074848175,20,0.3214874267578125,259.7530949115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,bfloat16,32768,239.4316074848175,20,0.9542999267578125,260.3859074115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,bfloat16,131072,239.4316074848175,20,3.4855499267578125,262.9171574115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,bfloat16,524288,239.4316074848175,20,13.610549926757812,273.0421574115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,bfloat16,1048576,239.4316074848175,20,27.110549926757812,286.5421574115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,fp8_e4m3,1024,239.4316074848175,20,0.1237335205078125,259.5553410053253,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,fp8_e4m3,8192,239.4316074848175,20,0.2160186767578125,259.6476261615753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,fp8_e4m3,32768,239.4316074848175,20,0.5324249267578125,259.9640324115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,fp8_e4m3,131072,239.4316074848175,20,1.7980499267578125,261.2296574115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,fp8_e4m3,524288,239.4316074848175,20,6.8605499267578125,266.2921574115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,1,fp8_e4m3,1048576,239.4316074848175,20,13.610549926757812,273.0421574115753,0,0,0,True
GB200_measured,184.306640625,8,2,4,8,1,2,bfloat16,1024,239.4316074848175,20,0.1237335205078125,259.5553410053253,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,bfloat16,8192,239.4316074848175,20,0.2160186767578125,259.6476261615753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,bfloat16,32768,239.4316074848175,20,0.5324249267578125,259.9640324115753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,bfloat16,131072,239.4316074848175,20,1.7980499267578125,261.2296574115753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,bfloat16,524288,239.4316074848175,20,6.8605499267578125,266.2921574115753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,bfloat16,1048576,239.4316074848175,20,13.610549926757812,273.0421574115753,0,0,0,False
GB200_measured,184.306640625,8,2,4,8,1,2,fp8_e4m3,1024,239.4316074848175,20,0.1171417236328125,259.5487492084503,0,0,0,False
