rank,group_start,size,requested_tokens,padded_tokens,op,logical_bytes,median_ms,min_ms,max_ms
0,0,2,1,2,all_reduce,28672,0.015270933508872986,0.01522426704565684,0.015317466855049134
0,0,2,1,2,reduce_scatter,28672,0.013760532935460408,0.013648533821105957,0.013816400369008382
0,0,2,1,2,all_gather,28672,0.013903733094533284,0.013768133521080018,0.013939332962036134
0,0,2,1,2,all_to_all,28672,0.01489680012067159,0.014848400155703228,0.014929466446240743
0,0,2,1,2,rs_ag_pair,28672,0.0363698681195577,0.036304132143656416,0.0365445335706075
0,0,2,8,8,all_reduce,114688,0.015127866466840108,0.015114399790763854,0.015191466609636942
0,0,2,8,8,reduce_scatter,114688,0.013688799738883973,0.013628933827082317,0.013699066638946534
0,0,2,8,8,all_gather,114688,0.013877999782562257,0.01374133328596751,0.013913333415985107
0,0,2,8,8,all_to_all,114688,0.015220399697621663,0.0152128001054128,0.015259333451588948
0,0,2,8,8,rs_ag_pair,114688,0.03572506507237752,0.03568173249562581,0.03574200073877971
0,0,2,128,128,all_reduce,1835008,0.02120599945386251,0.021202667554219564,0.021218534310658774
0,0,2,128,128,reduce_scatter,1835008,0.017357067267100016,0.01734559933344523,0.017400532960891724
0,0,2,128,128,all_gather,1835008,0.01846253275871277,0.01835586627324422,0.018465065956115724
0,0,2,128,128,all_to_all,1835008,0.020973867177963255,0.020915732781092326,0.02106226682662964
0,0,2,128,128,rs_ag_pair,1835008,0.04405906597773234,0.04401493469874064,0.044164665540059406
0,0,2,1024,1024,all_reduce,14680064,0.05323733488718669,0.053226534525553384,0.05325160026550293
0,0,2,1024,1024,reduce_scatter,14680064,0.03790839910507202,0.037888665994008384,0.037946534156799314
0,0,2,1024,1024,all_gather,14680064,0.038701200485229494,0.03870013157526652,0.03879573345184326
0,0,2,1024,1024,all_to_all,14680064,0.0455135981241862,0.04315293232599894,0.04639893372853597
0,0,2,1024,1024,rs_ag_pair,14680064,0.08579746882120769,0.08578173319498698,0.08590413729349772
0,0,2,8192,8192,all_reduce,117440512,0.24755986531575522,0.24750547409057616,0.24761719703674318
0,0,2,8192,8192,reduce_scatter,117440512,0.16536347071329752,0.16529399553934734,0.16558693250020345
0,0,2,8192,8192,all_gather,117440512,0.154092804590861,0.15392600695292155,0.15416626930236815
0,0,2,8192,8192,all_to_all,117440512,0.19779213269551596,0.19767799377441406,0.19783612887064617
0,0,2,8192,8192,rs_ag_pair,117440512,0.3286666552225749,0.32863934834798175,0.32876933415730797
0,0,2,16384,16384,all_reduce,234881024,0.4589962641398112,0.45896387100219727,0.45903533299764
0,0,2,16384,16384,reduce_scatter,234881024,0.3028792063395182,0.30286426544189454,0.3029871940612793
0,0,2,16384,16384,all_gather,234881024,0.28316399256388347,0.2829673449198405,0.28316758473714193
0,0,2,16384,16384,all_to_all,234881024,0.3651582717895508,0.3643406550089518,0.36555051803588867
0,0,2,16384,16384,rs_ag_pair,234881024,0.5950370788574219,0.5949574788411458,0.5952578862508138
0,0,4,1,4,all_reduce,57344,0.02101959983507792,0.020987466971079508,0.02102853258450826
0,0,4,1,4,reduce_scatter,57344,0.016196266810099284,0.016169733802477517,0.01620360016822815
0,0,4,1,4,all_gather,57344,0.01641253332297007,0.016380266348520914,0.016430933276812235
0,0,4,1,4,all_to_all,57344,0.015143466989199321,0.015143466989199321,0.015172933538754782
0,0,4,1,4,rs_ag_pair,57344,0.0410586675008138,0.04104880094528198,0.04114853143692017
0,0,4,8,8,all_reduce,114688,0.020151466131210327,0.020113333066304525,0.020186400413513182
0,0,4,8,8,reduce_scatter,114688,0.016246533393859862,0.01620266636212667,0.016277600328127542
0,0,4,8,8,all_gather,114688,0.016277600328127542,0.016267200311024983,0.016313999891281128
0,0,4,8,8,all_to_all,114688,0.015424533685048421,0.015403599540392558,0.01544333299001058
0,0,4,8,8,rs_ag_pair,114688,0.04061773220698039,0.040616265932718915,0.04064426819483439
0,0,4,128,128,all_reduce,1835008,0.02683453361193339,0.026811599731445312,0.02685426672299703
0,0,4,128,128,reduce_scatter,1835008,0.01999239921569824,0.019958666960398355,0.020010666052500407
0,0,4,128,128,all_gather,1835008,0.02095866600672404,0.02094866633415222,0.020969200134277343
0,0,4,128,128,all_to_all,1835008,0.022886266311009724,0.022884666919708252,0.02290280063947042
0,0,4,128,128,rs_ag_pair,1835008,0.04892799854278564,0.04890226523081462,0.04897799889246623
0,0,4,1024,1024,all_reduce,14680064,0.06158506472905477,0.061553466320037845,0.061607734362284346
0,0,4,1024,1024,reduce_scatter,14680064,0.056869868437449136,0.05681146780649821,0.05695506731669108
0,0,4,1024,1024,all_gather,14680064,0.05961333513259888,0.059546399116516116,0.05979533195495605
