rank,tp,dp,phase,batch_per_dp,chunk,ms,graph_ms,dynamic_peak_bytes,state_bytes
1,1,4,decode,128,1,0.5017600059509277,0.35045547485351564,31580160,440401920
1,1,4,decode,256,1,0.6496319770812988,0.6349354426066081,63029248,880803840
1,2,2,prefill,1,1024,2.1124799251556396,,440721408,1720320
1,2,2,prefill,1,8192,7.857664108276367,,3524222976,1720320
1,2,2,prefill,1,16384,15.170720100402832,,7048224768,1720320
1,2,2,decode,1,1,0.815775990486145,0.10798933506011962,125440,1720320
1,2,2,decode,8,1,0.7969920039176941,0.11163626511891683,1002496,13762560
1,2,2,decode,32,1,0.833952009677887,0.1392309347788493,4074496,55050240
1,2,2,decode,128,1,0.6717439889907837,0.21967466672261557,16101376,220200960
1,2,2,decode,256,1,0.593887984752655,0.388918399810791,32071680,440401920
1,4,1,prefill,1,1024,1.885759949684143,,220360704,860160
1,4,1,prefill,1,8192,4.593664169311523,,1762111488,860160
1,4,1,prefill,1,16384,8.52847957611084,,3524112384,860160
1,4,1,decode,1,1,0.7129920125007629,0.07852053642272949,70144,860160
1,4,1,decode,8,1,0.7154560089111328,0.0802506685256958,559616,6881280
1,4,1,decode,32,1,0.7181439995765686,0.09441706339518229,2238464,27525120
1,4,1,decode,128,1,0.6860799789428711,0.1469216028849284,8953856,110100480
1,4,1,decode,256,1,0.6533120274543762,0.22719680468241374,17973248,220200960
2,1,4,prefill,1,1024,2.472543954849243,,881442816,3440640
2,1,4,prefill,1,8192,14.266400337219238,,7048445952,3440640
2,1,4,prefill,1,16384,28.514528274536133,,14096449536,3440640
2,1,4,decode,1,1,0.6131839752197266,0.15080533027648926,246272,3440640
2,1,4,decode,8,1,0.6027200222015381,0.16261653900146483,1969664,27525120
2,1,4,decode,32,1,0.5703679919242859,0.20530986785888672,8468480,110100480
2,1,4,decode,128,1,0.5406720042228699,0.3497749328613281,31580160,440401920
2,1,4,decode,256,1,0.6498879790306091,0.6326293309529623,63029248,880803840
2,2,2,prefill,1,1024,2.111423969268799,,440721408,1720320
2,2,2,prefill,1,8192,7.848288059234619,,3524222976,1720320
2,2,2,prefill,1,16384,15.12070369720459,,7048224768,1720320
2,2,2,decode,1,1,0.8703039884567261,0.10561280250549317,125440,1720320
2,2,2,decode,8,1,0.7936639785766602,0.11120320161183675,1002496,13762560
2,2,2,decode,32,1,0.8262400031089783,0.13788693745930988,4074496,55050240
2,2,2,decode,128,1,0.6883519887924194,0.21865386962890626,16101376,220200960
2,2,2,decode,256,1,0.6225919723510742,0.3878058751424154,32071680,440401920
2,4,1,prefill,1,1024,1.887712001800537,,220360704,860160
2,4,1,prefill,1,8192,4.593567848205566,,1762111488,860160
2,4,1,prefill,1,16384,8.530400276184082,,3524112384,860160
2,4,1,decode,1,1,0.7199680209159851,0.07868800163269044,70144,860160
2,4,1,decode,8,1,0.7214080095291138,0.08032106558481852,559616,6881280
2,4,1,decode,32,1,0.7143679857254028,0.09442880153656005,2238464,27525120
2,4,1,decode,128,1,0.6819519996643066,0.1468298594156901,8953856,110100480
2,4,1,decode,256,1,0.6607040166854858,0.2271733283996582,17973248,220200960
3,1,4,prefill,1,1024,2.49017596244812,,881442816,3440640
3,1,4,prefill,1,8192,14.274208068847656,,7048445952,3440640
3,1,4,prefill,1,16384,28.523136138916016,,14096449536,3440640
3,1,4,decode,1,1,0.5852800011634827,0.1515658696492513,246272,3440640
3,1,4,decode,8,1,0.6000319719314575,0.16289599736531576,1969664,27525120
3,1,4,decode,32,1,0.6062080264091492,0.20572266578674317,8468480,110100480
3,1,4,decode,128,1,0.5263360142707825,0.3501909255981445,31580160,440401920
3,1,4,decode,256,1,0.6498879790306091,0.6337237040201823,63029248,880803840
3,2,2,prefill,1,1024,2.1068480014801025,,440721408,1720320
3,2,2,prefill,1,8192,7.841152191162109,,3524222976,1720320
3,2,2,prefill,1,16384,15.117600440979004,,7048224768,1720320
3,2,2,decode,1,1,0.8364160060882568,0.10539519786834717,125440,1720320
3,2,2,decode,8,1,0.7966399788856506,0.11100373268127442,1002496,13762560
3,2,2,decode,32,1,0.8406720161437988,0.1377994696299235,4074496,55050240
3,2,2,decode,128,1,0.6891840100288391,0.2185258706410726,16101376,220200960
3,2,2,decode,256,1,0.6266880035400391,0.38771947224934894,32071680,440401920
3,4,1,prefill,1,1024,1.889855980873108,,220360704,860160
3,4,1,prefill,1,8192,4.589375972747803,,1762111488,860160
3,4,1,prefill,1,16384,8.52905559539795,,3524112384,860160
3,4,1,decode,1,1,0.713919997215271,0.07850560347239176,70144,860160
3,4,1,decode,8,1,0.7209600210189819,0.0803050676981608,559616,6881280
3,4,1,decode,32,1,0.7191680073738098,0.09428160190582276,2238464,27525120
3,4,1,decode,128,1,0.6905919909477234,0.14680959383646647,8953856,110100480
3,4,1,decode,256,1,0.6636800169944763,0.22709546089172364,17973248,220200960
