rank,tp,dp,phase,batch_per_dp,chunk,ms,dynamic_peak_bytes,state_bytes
11,4,4,decode,256,1,0.9215999841690063,17973248,220200960
11,8,2,prefill,1,1024,2.3688321113586426,110180352,430080
11,8,2,prefill,1,8192,3.8473920822143555,881055744,430080
11,8,2,prefill,1,16384,5.439551830291748,1762056192,430080
11,8,2,decode,1,1,1.0180799961090088,42496,430080
11,8,2,decode,8,1,1.0362880229949951,338432,3440640
11,8,2,decode,32,1,0.9184640049934387,1352704,13762560
11,8,2,decode,128,1,0.9010559916496277,5476352,55050240
11,8,2,decode,256,1,0.9594879746437073,10919936,110100480
11,16,1,prefill,1,1024,3.0992960929870605,55843840,215040
11,16,1,prefill,1,8192,3.4957120418548584,440527872,215040
11,16,1,prefill,1,16384,4.733759880065918,881028096,215040
11,16,1,decode,1,1,1.326591968536377,28672,215040
11,16,1,decode,8,1,1.4201600551605225,227840,1720320
11,16,1,decode,32,1,1.2072319984436035,910336,6881280
11,16,1,decode,128,1,1.1106560230255127,3772416,27525120
11,16,1,decode,256,1,1.0859839916229248,8331264,55050240
12,1,16,prefill,1,1024,2.6337599754333496,881442816,3440640
12,1,16,prefill,1,8192,14.36832046508789,7048445952,3440640
12,1,16,prefill,1,16384,28.678144454956055,14096449536,3440640
12,1,16,decode,1,1,0.7536960244178772,246272,3440640
12,1,16,decode,8,1,0.6975679993629456,1969664,27525120
12,1,16,decode,32,1,0.7331839799880981,8468480,110100480
12,1,16,decode,128,1,0.6229760050773621,31580160,440401920
12,1,16,decode,256,1,0.651423990726471,63029248,880803840
12,2,8,prefill,1,1024,2.4557440280914307,440721408,1720320
12,2,8,prefill,1,8192,7.90393590927124,3524222976,1720320
12,2,8,prefill,1,16384,15.177120208740234,7048224768,1720320
12,2,8,decode,1,1,0.7771520018577576,125440,1720320
12,2,8,decode,8,1,0.8144959807395935,1002496,13762560
12,2,8,decode,32,1,1.3105920553207397,4074496,55050240
12,2,8,decode,128,1,1.2196160554885864,16101376,220200960
12,2,8,decode,256,1,1.1386879682540894,32071680,440401920
12,4,4,prefill,1,1024,2.1655681133270264,220360704,860160
12,4,4,prefill,1,8192,4.739039897918701,1762111488,860160
12,4,4,prefill,1,16384,8.621408462524414,3524112384,860160
12,4,4,decode,1,1,0.8325759768486023,70144,860160
12,4,4,decode,8,1,0.9340159893035889,559616,6881280
12,4,4,decode,32,1,1.251871943473816,2238464,27525120
12,4,4,decode,128,1,1.0951679944992065,9478144,110100480
12,4,4,decode,256,1,1.0567679405212402,17973248,220200960
12,8,2,prefill,1,1024,2.355168104171753,110180352,430080
12,8,2,prefill,1,8192,3.823103904724121,881055744,430080
12,8,2,prefill,1,16384,5.438240051269531,1762056192,430080
12,8,2,decode,1,1,1.015071988105774,42496,430080
12,8,2,decode,8,1,1.0280959606170654,338432,3440640
12,8,2,decode,32,1,0.9173759818077087,1352704,13762560
12,8,2,decode,128,1,0.8955199718475342,5476352,55050240
12,8,2,decode,256,1,0.9553920030593872,10919936,110100480
12,16,1,prefill,1,1024,3.1032960414886475,55843840,215040
12,16,1,prefill,1,8192,3.5041921138763428,440527872,215040
12,16,1,prefill,1,16384,4.726975917816162,881028096,215040
12,16,1,decode,1,1,1.331488013267517,28672,215040
12,16,1,decode,8,1,1.431872010231018,227840,1720320
12,16,1,decode,32,1,1.219391942024231,910336,6881280
12,16,1,decode,128,1,1.1101759672164917,3772416,27525120
12,16,1,decode,256,1,1.093183994293213,8331264,55050240
13,1,16,prefill,1,1024,2.5287680625915527,881442816,3440640
13,1,16,prefill,1,8192,14.301600456237793,7048445952,3440640
13,1,16,prefill,1,16384,28.621055603027344,14096449536,3440640
13,1,16,decode,1,1,0.6145920157432556,246272,3440640
13,1,16,decode,8,1,0.6137599945068359,1969664,27525120
13,1,16,decode,32,1,0.6443520188331604,8468480,110100480
13,1,16,decode,128,1,0.5768960118293762,31580160,440401920
13,1,16,decode,256,1,0.6502400040626526,63029248,880803840
13,2,8,prefill,1,1024,2.45849609375,440721408,1720320
13,2,8,prefill,1,8192,7.910143852233887,3524222976,1720320
13,2,8,prefill,1,16384,15.183903694152832,7048224768,1720320
13,2,8,decode,1,1,0.7919999957084656,125440,1720320
13,2,8,decode,8,1,0.8110719919204712,1002496,13762560
13,2,8,decode,32,1,1.3149759769439697,4074496,55050240
13,2,8,decode,128,1,1.2124160528182983,16101376,220200960
13,2,8,decode,256,1,1.1316800117492676,32071680,440401920
13,4,4,prefill,1,1024,2.1738879680633545,220360704,860160
13,4,4,prefill,1,8192,4.744927883148193,1762111488,860160
13,4,4,prefill,1,16384,8.647007942199707,3524112384,860160
13,4,4,decode,1,1,0.8438400030136108,70144,860160
13,4,4,decode,8,1,0.955295979976654,559616,6881280
13,4,4,decode,32,1,1.2637759447097778,2238464,27525120
13,4,4,decode,128,1,1.0998079776763916,9478144,110100480
13,4,4,decode,256,1,1.0618879795074463,17973248,220200960
13,8,2,prefill,1,1024,2.3593599796295166,110180352,430080
13,8,2,prefill,1,8192,3.834239959716797,881055744,430080
13,8,2,prefill,1,16384,5.436639785766602,1762056192,430080
13,8,2,decode,1,1,1.0128320455551147,42496,430080
13,8,2,decode,8,1,1.0319679975509644,338432,3440640
13,8,2,decode,32,1,0.9199360013008118,1352704,13762560
13,8,2,decode,128,1,0.8979840278625488,5476352,55050240
13,8,2,decode,256,1,0.9564160108566284,10919936,110100480
13,16,1,prefill,1,1024,3.102303981781006,55843840,215040
13,16,1,prefill,1,8192,3.5102078914642334,440527872,215040
13,16,1,prefill,1,16384,4.73583984375,881028096,215040
13,16,1,decode,1,1,1.3357759714126587,28672,215040
13,16,1,decode,8,1,1.4357119798660278,227840,1720320
13,16,1,decode,32,1,1.2208319902420044,910336,6881280
13,16,1,decode,128,1,1.1149760484695435,3772416,27525120
13,16,1,decode,256,1,1.097823977470398,8331264,55050240
14,1,16,prefill,1,1024,2.4402239322662354,881442816,3440640
14,1,16,prefill,1,8192,14.287936210632324,7048445952,3440640
14,1,16,prefill,1,16384,28.568288803100586,14096449536,3440640
14,1,16,decode,1,1,0.6521279811859131,246272,3440640
14,1,16,decode,8,1,0.6190400123596191,1969664,27525120
14,1,16,decode,32,1,0.63919997215271,8468480,110100480
14,1,16,decode,128,1,0.5468159914016724,31580160,440401920
14,1,16,decode,256,1,0.6522560119628906,63029248,880803840
14,2,8,prefill,1,1024,2.631135940551758,440721408,1720320
14,2,8,prefill,1,8192,7.9000959396362305,3524222976,1720320
14,2,8,prefill,1,16384,15.309727668762207,7048224768,1720320
14,2,8,decode,1,1,0.9892160296440125,125440,1720320
14,2,8,decode,8,1,0.9916160106658936,1002496,13762560
14,2,8,decode,32,1,0.970911979675293,4074496,55050240
14,2,8,decode,128,1,0.809984028339386,16101376,220200960
14,2,8,decode,256,1,0.7475519776344299,32071680,440401920
14,4,4,prefill,1,1024,2.153791904449463,220360704,860160
14,4,4,prefill,1,8192,4.740128040313721,1762111488,860160
14,4,4,prefill,1,16384,8.642848014831543,3524112384,860160
14,4,4,decode,1,1,0.8395519852638245,70144,860160
14,4,4,decode,8,1,0.9584320187568665,559616,6881280
14,4,4,decode,32,1,1.265120029449463,2238464,27525120
14,4,4,decode,128,1,1.100864052772522,9478144,110100480
14,4,4,decode,256,1,1.0629119873046875,17973248,220200960
14,8,2,prefill,1,1024,2.364896059036255,110180352,430080
14,8,2,prefill,1,8192,3.8380160331726074,881055744,430080
14,8,2,prefill,1,16384,5.429952144622803,1762056192,430080
14,8,2,decode,1,1,1.01363205909729,42496,430080
14,8,2,decode,8,1,1.0243840217590332,338432,3440640
14,8,2,decode,32,1,0.9115840196609497,1352704,13762560
14,8,2,decode,128,1,0.8954880237579346,5476352,55050240
14,8,2,decode,256,1,0.9523199796676636,10919936,110100480
14,16,1,prefill,1,1024,3.0958080291748047,55843840,215040
14,16,1,prefill,1,8192,3.4991040229797363,440527872,215040
14,16,1,prefill,1,16384,4.715167999267578,881028096,215040
14,16,1,decode,1,1,1.3287999629974365,28672,215040
14,16,1,decode,8,1,1.4299839735031128,227840,1720320
14,16,1,decode,32,1,1.21561598777771,910336,6881280
14,16,1,decode,128,1,1.102687954902649,3772416,27525120
14,16,1,decode,256,1,1.0885759592056274,8331264,55050240
15,1,16,prefill,1,1024,2.7585599422454834,881442816,3440640
15,1,16,prefill,1,8192,14.391776084899902,7048445952,3440640
15,1,16,prefill,1,16384,28.66854476928711,14096449536,3440640
15,1,16,decode,1,1,0.800383985042572,246272,3440640
15,1,16,decode,8,1,0.6629760265350342,1969664,27525120
15,1,16,decode,32,1,0.7503679990768433,8468480,110100480
15,1,16,decode,128,1,0.5944960117340088,31580160,440401920
15,1,16,decode,256,1,0.6536319851875305,63029248,880803840
15,2,8,prefill,1,1024,2.6234240531921387,440721408,1720320
15,2,8,prefill,1,8192,7.893280029296875,3524222976,1720320
15,2,8,prefill,1,16384,15.291040420532227,7048224768,1720320
15,2,8,decode,1,1,0.9834240078926086,125440,1720320
15,2,8,decode,8,1,0.9796159863471985,1002496,13762560
15,2,8,decode,32,1,0.9640960097312927,4074496,55050240
15,2,8,decode,128,1,0.8064960241317749,16101376,220200960
15,2,8,decode,256,1,0.7408639788627625,32071680,440401920
15,4,4,prefill,1,1024,2.1589438915252686,220360704,860160
15,4,4,prefill,1,8192,4.735263824462891,1762111488,860160
15,4,4,prefill,1,16384,8.647968292236328,3524112384,860160
15,4,4,decode,1,1,0.8447999954223633,70144,860160
15,4,4,decode,8,1,0.9578239917755127,559616,6881280
15,4,4,decode,32,1,1.2297279834747314,2238464,27525120
15,4,4,decode,128,1,1.0885119438171387,9478144,110100480
15,4,4,decode,256,1,1.0515520572662354,17973248,220200960
15,8,2,prefill,1,1024,2.3342080116271973,110180352,430080
15,8,2,prefill,1,8192,3.8085439205169678,881055744,430080
15,8,2,prefill,1,16384,5.439231872558594,1762056192,430080
15,8,2,decode,1,1,1.0269759893417358,42496,430080
15,8,2,decode,8,1,1.0162559747695923,338432,3440640
15,8,2,decode,32,1,0.9063360095024109,1352704,13762560
15,8,2,decode,128,1,0.890175998210907,5476352,55050240
15,8,2,decode,256,1,0.9548799991607666,10919936,110100480
15,16,1,prefill,1,1024,3.077791929244995,55843840,215040
15,16,1,prefill,1,8192,3.5095040798187256,440527872,215040
15,16,1,prefill,1,16384,4.737152099609375,881028096,215040
15,16,1,decode,1,1,1.3403520584106445,28672,215040
15,16,1,decode,8,1,1.4172159433364868,227840,1720320
15,16,1,decode,32,1,1.225600004196167,910336,6881280
15,16,1,decode,128,1,1.1181440353393555,3772416,27525120
15,16,1,decode,256,1,1.0991359949111938,8331264,55050240
