rank,ep,source_ranks,tokens_per_rank,global_tokens,routing,ms,max_mean_expert_load,workspace_device_bytes,dynamic_peak_bytes
10,16,16,2048,32768,balanced,1.4861610412597657,1.00146484375,6981419008,14680064
10,16,16,2048,32768,hot_rank,17.77174072265625,55.999996185302734,6981419008,14680064
10,16,4,0,8192,balanced,1.5123605092366537,1.0048828125,6981419008,0
10,16,8,0,8192,balanced,1.4451967875162761,1.0048828125,6981419008,0
10,8,8,1,8,balanced,0.39560747146606445,6.999999523162842,4171235328,7168
10,8,8,1,8,hot_rank,0.10366293589274088,55.999996185302734,4171235328,7168
10,8,8,8,64,balanced,0.38186667760213217,1.7499998807907104,4171235328,57344
10,8,8,8,64,hot_rank,0.22840533256530762,55.999996185302734,4171235328,57344
10,8,8,128,1024,balanced,0.49261226654052737,1.0390625,4171235328,917504
10,8,8,128,1024,hot_rank,1.0535104115804037,55.999996185302734,4171235328,917504
10,8,8,512,4096,balanced,0.6307392120361328,1.01171875,4171235328,3670016
10,8,8,512,4096,hot_rank,2.448780822753906,55.999996185302734,4171235328,3670016
10,8,8,2048,16384,balanced,1.5556543986002604,1.00146484375,4171235328,14680064
10,8,8,2048,16384,hot_rank,9.032273356119791,55.999996185302734,4171235328,14680064
10,4,4,1,4,balanced,0.27293227513631185,13.999999046325684,3089104896,7168
10,4,4,1,4,hot_rank,0.12908159891764323,55.999996185302734,3089104896,7168
10,4,4,8,32,balanced,0.7524266560872396,1.7499998807907104,3089104896,57344
10,4,4,8,32,hot_rank,0.18183253606160482,55.999996185302734,3089104896,57344
10,4,4,128,512,balanced,0.8466858545939128,1.09375,3089104896,917504
10,4,4,128,512,hot_rank,0.9107840220133464,55.999996185302734,3089104896,917504
10,4,4,512,2048,balanced,1.07390505472819,1.01171875,3089104896,3670016
10,4,4,512,2048,hot_rank,1.5051136016845703,55.999996185302734,3089104896,3670016
10,4,4,2048,8192,balanced,1.6735851287841796,1.0048828125,3089104896,14680064
10,4,4,2048,8192,hot_rank,4.731108093261719,55.999996185302734,3089104896,14680064
11,16,16,1,16,balanced,0.19638400077819823,3.499999761581421,6981419008,7168
11,16,16,1,16,hot_rank,0.11305812994639079,55.999996185302734,6981419008,7168
11,16,16,8,128,balanced,0.21492692629496257,1.3125,6981419008,57344
11,16,16,8,128,hot_rank,0.3692607879638672,55.999996185302734,6981419008,57344
11,16,16,128,2048,balanced,2.829565938313802,1.01171875,6981419008,917504
11,16,16,128,2048,hot_rank,1.3678634643554688,55.999996185302734,6981419008,917504
11,16,16,512,8192,balanced,0.5362304051717123,1.0048828125,6981419008,3670016
11,16,16,512,8192,hot_rank,4.676921590169271,55.999996185302734,6981419008,3670016
11,16,16,2048,32768,balanced,1.4862997690836588,1.00146484375,6981419008,14680064
11,16,16,2048,32768,hot_rank,17.771734619140624,55.999996185302734,6981419008,14680064
11,16,4,0,8192,balanced,1.512234624226888,1.0048828125,6981419008,0
11,16,8,0,8192,balanced,1.4462954203287761,1.0048828125,6981419008,0
11,8,8,1,8,balanced,0.39557120005289714,6.999999523162842,4171235328,7168
11,8,8,1,8,hot_rank,0.10371200243631999,55.999996185302734,4171235328,7168
11,8,8,8,64,balanced,0.40719359715779624,1.7499998807907104,4171235328,57344
11,8,8,8,64,hot_rank,0.22846293449401855,55.999996185302734,4171235328,57344
11,8,8,128,1024,balanced,0.49265279769897463,1.0390625,4171235328,917504
11,8,8,128,1024,hot_rank,1.0536319732666015,55.999996185302734,4171235328,917504
11,8,8,512,4096,balanced,0.6296853383382162,1.01171875,4171235328,3670016
11,8,8,512,4096,hot_rank,2.448633575439453,55.999996185302734,4171235328,3670016
11,8,8,2048,16384,balanced,1.555630874633789,1.00146484375,4171235328,14680064
11,8,8,2048,16384,hot_rank,9.032240804036459,55.999996185302734,4171235328,14680064
11,4,4,1,4,balanced,0.27335039774576825,13.999999046325684,3089104896,7168
11,4,4,1,4,hot_rank,0.1291221300760905,55.999996185302734,3089104896,7168
11,4,4,8,32,balanced,0.7525824228922526,1.7499998807907104,3089104896,57344
11,4,4,8,32,hot_rank,0.18190719286600748,55.999996185302734,3089104896,57344
11,4,4,128,512,balanced,0.8467434565226237,1.09375,3089104896,917504
11,4,4,128,512,hot_rank,0.9108863830566406,55.999996185302734,3089104896,917504
11,4,4,512,2048,balanced,1.0739604949951171,1.01171875,3089104896,3670016
11,4,4,512,2048,hot_rank,1.5052010854085287,55.999996185302734,3089104896,3670016
11,4,4,2048,8192,balanced,1.67368532816569,1.0048828125,3089104896,14680064
11,4,4,2048,8192,hot_rank,4.731007893880208,55.999996185302734,3089104896,14680064
12,16,16,1,16,balanced,0.1960426648457845,3.499999761581421,6981419008,7168
12,16,16,1,16,hot_rank,0.1128554662068685,55.999996185302734,6981419008,7168
12,16,16,8,128,balanced,0.2145578702290853,1.3125,6981419008,57344
12,16,16,8,128,hot_rank,0.3691925366719564,55.999996185302734,6981419008,57344
12,16,16,128,2048,balanced,0.30196266174316405,1.01171875,6981419008,917504
12,16,16,128,2048,hot_rank,1.3677781422932942,55.999996185302734,6981419008,917504
12,16,16,512,8192,balanced,0.534884262084961,1.0048828125,6981419008,3670016
12,16,16,512,8192,hot_rank,4.676767985026042,55.999996185302734,6981419008,3670016
12,16,16,2048,32768,balanced,1.4882261912027994,1.00146484375,6981419008,14680064
12,16,16,2048,32768,hot_rank,17.770379638671876,55.999996185302734,6981419008,14680064
12,16,4,0,8192,balanced,1.512243143717448,1.0048828125,6981419008,0
12,16,8,0,8192,balanced,1.4473407745361329,1.0048828125,6981419008,0
12,8,8,1,8,balanced,0.3558613459269206,6.999999523162842,4171235328,7168
12,8,8,1,8,hot_rank,0.10329386393229166,55.999996185302734,4171235328,7168
12,8,8,8,64,balanced,0.40074453353881834,1.7499998807907104,4171235328,57344
12,8,8,8,64,hot_rank,0.22905386288960775,55.999996185302734,4171235328,57344
12,8,8,128,1024,balanced,0.48961706161499025,1.0390625,4171235328,917504
12,8,8,128,1024,hot_rank,1.05327574412028,55.999996185302734,4171235328,917504
12,8,8,512,4096,balanced,0.628659184773763,1.01171875,4171235328,3670016
12,8,8,512,4096,hot_rank,2.4484842936197917,55.999996185302734,4171235328,3670016
12,8,8,2048,16384,balanced,1.554052225748698,1.00146484375,4171235328,14680064
12,8,8,2048,16384,hot_rank,9.032083129882812,55.999996185302734,4171235328,14680064
12,4,4,1,4,balanced,0.29397331873575844,13.999999046325684,3089104896,7168
12,4,4,1,4,hot_rank,0.1305450677871704,55.999996185302734,3089104896,7168
12,4,4,8,32,balanced,0.75502503712972,1.7499998807907104,3089104896,57344
12,4,4,8,32,hot_rank,0.18170026143391926,55.999996185302734,3089104896,57344
12,4,4,128,512,balanced,0.9265130360921224,1.09375,3089104896,917504
12,4,4,128,512,hot_rank,0.9103786468505859,55.999996185302734,3089104896,917504
12,4,4,512,2048,balanced,1.0895467122395834,1.01171875,3089104896,3670016
12,4,4,512,2048,hot_rank,1.5006484985351562,55.999996185302734,3089104896,3670016
12,4,4,2048,8192,balanced,1.6773909250895183,1.0048828125,3089104896,14680064
12,4,4,2048,8192,hot_rank,4.728648376464844,55.999996185302734,3089104896,14680064
13,16,16,1,16,balanced,0.19247360229492189,3.499999761581421,6981419008,7168
13,16,16,1,16,hot_rank,0.11174826622009278,55.999996185302734,6981419008,7168
13,16,16,8,128,balanced,0.21424853006998698,1.3125,6981419008,57344
13,16,16,8,128,hot_rank,0.3685525258382161,55.999996185302734,6981419008,57344
13,16,16,128,2048,balanced,2.832477823893229,1.01171875,6981419008,917504
13,16,16,128,2048,hot_rank,1.3643071492513021,55.999996185302734,6981419008,917504
13,16,16,512,8192,balanced,0.5136405309041341,1.0048828125,6981419008,3670016
13,16,16,512,8192,hot_rank,4.675961812337239,55.999996185302734,6981419008,3670016
13,16,16,2048,32768,balanced,1.4887424468994142,1.00146484375,6981419008,14680064
13,16,16,2048,32768,hot_rank,17.7661865234375,55.999996185302734,6981419008,14680064
13,16,4,0,8192,balanced,1.5118485768636067,1.0048828125,6981419008,0
13,16,8,0,8192,balanced,1.4523391723632812,1.0048828125,6981419008,0
13,8,8,1,8,balanced,0.3892287890116374,6.999999523162842,4171235328,7168
13,8,8,1,8,hot_rank,0.1030890703201294,55.999996185302734,4171235328,7168
13,8,8,8,64,balanced,0.39264640808105467,1.7499998807907104,4171235328,57344
13,8,8,8,64,hot_rank,0.22867627143859864,55.999996185302734,4171235328,57344
13,8,8,128,1024,balanced,0.4923199971516927,1.0390625,4171235328,917504
13,8,8,128,1024,hot_rank,1.0530368169148763,55.999996185302734,4171235328,917504
13,8,8,512,4096,balanced,0.6275882720947266,1.01171875,4171235328,3670016
13,8,8,512,4096,hot_rank,2.445725758870443,55.999996185302734,4171235328,3670016
13,8,8,2048,16384,balanced,1.5536426544189452,1.00146484375,4171235328,14680064
13,8,8,2048,16384,hot_rank,9.028305053710938,55.999996185302734,4171235328,14680064
13,4,4,1,4,balanced,0.30519253412882485,13.999999046325684,3089104896,7168
13,4,4,1,4,hot_rank,0.13096106847127278,55.999996185302734,3089104896,7168
13,4,4,8,32,balanced,0.7553749084472656,1.7499998807907104,3089104896,57344
13,4,4,8,32,hot_rank,0.18206292788187664,55.999996185302734,3089104896,57344
13,4,4,128,512,balanced,1.0174421310424804,1.09375,3089104896,917504
13,4,4,128,512,hot_rank,0.9104490915934245,55.999996185302734,3089104896,917504
13,4,4,512,2048,balanced,1.0895360310872395,1.01171875,3089104896,3670016
13,4,4,512,2048,hot_rank,1.500543975830078,55.999996185302734,3089104896,3670016
13,4,4,2048,8192,balanced,1.677452850341797,1.0048828125,3089104896,14680064
13,4,4,2048,8192,hot_rank,4.728514099121094,55.999996185302734,3089104896,14680064
14,16,16,1,16,balanced,0.19634133974711102,3.499999761581421,6981419008,7168
14,16,16,1,16,hot_rank,0.11284480094909669,55.999996185302734,6981419008,7168
14,16,16,8,128,balanced,0.21476267178853353,1.3125,6981419008,57344
14,16,16,8,128,hot_rank,0.3692864100138346,55.999996185302734,6981419008,57344
14,16,16,128,2048,balanced,2.8337664286295574,1.01171875,6981419008,917504
14,16,16,128,2048,hot_rank,1.3677525838216147,55.999996185302734,6981419008,917504
14,16,16,512,8192,balanced,0.5356650670369466,1.0048828125,6981419008,3670016
14,16,16,512,8192,hot_rank,4.676791381835938,55.999996185302734,6981419008,3670016
14,16,16,2048,32768,balanced,1.4881407419840496,1.00146484375,6981419008,14680064
14,16,16,2048,32768,hot_rank,17.771427408854166,55.999996185302734,6981419008,14680064
14,16,4,0,8192,balanced,1.5123563130696616,1.0048828125,6981419008,0
14,16,8,0,8192,balanced,1.450158945719401,1.0048828125,6981419008,0
14,8,8,1,8,balanced,0.39311145146687826,6.999999523162842,4171235328,7168
14,8,8,1,8,hot_rank,0.10344106356302897,55.999996185302734,4171235328,7168
14,8,8,8,64,balanced,0.4040170669555664,1.7499998807907104,4171235328,57344
14,8,8,8,64,hot_rank,0.22916693687438966,55.999996185302734,4171235328,57344
14,8,8,128,1024,balanced,0.4895359992980957,1.0390625,4171235328,917504
14,8,8,128,1024,hot_rank,1.0534144083658854,55.999996185302734,4171235328,917504
14,8,8,512,4096,balanced,0.6287743886311848,1.01171875,4171235328,3670016
14,8,8,512,4096,hot_rank,2.448516337076823,55.999996185302734,4171235328,3670016
14,8,8,2048,16384,balanced,1.5549546559651692,1.00146484375,4171235328,14680064
14,8,8,2048,16384,hot_rank,9.032198079427083,55.999996185302734,4171235328,14680064
14,4,4,1,4,balanced,0.30423679351806643,13.999999046325684,3089104896,7168
14,4,4,1,4,hot_rank,0.1312383969624837,55.999996185302734,3089104896,7168
14,4,4,8,32,balanced,0.755618158976237,1.7499998807907104,3089104896,57344
14,4,4,8,32,hot_rank,0.18201386133829753,55.999996185302734,3089104896,57344
14,4,4,128,512,balanced,1.0164714813232423,1.09375,3089104896,917504
14,4,4,128,512,hot_rank,0.910809580485026,55.999996185302734,3089104896,917504
14,4,4,512,2048,balanced,1.0893248240152995,1.01171875,3089104896,3670016
14,4,4,512,2048,hot_rank,1.5007893880208334,55.999996185302734,3089104896,3670016
14,4,4,2048,8192,balanced,1.6773269653320313,1.0048828125,3089104896,14680064
14,4,4,2048,8192,hot_rank,4.728584289550781,55.999996185302734,3089104896,14680064
15,16,16,1,16,balanced,0.19636905988057454,3.499999761581421,6981419008,7168
15,16,16,1,16,hot_rank,0.11285759607950846,55.999996185302734,6981419008,7168
15,16,16,8,128,balanced,0.21475413640340169,1.3125,6981419008,57344
15,16,16,8,128,hot_rank,0.3691925366719564,55.999996185302734,6981419008,57344
15,16,16,128,2048,balanced,2.833233133951823,1.01171875,6981419008,917504
15,16,16,128,2048,hot_rank,1.3680533091227214,55.999996185302734,6981419008,917504
15,16,16,512,8192,balanced,0.5357823689778646,1.0048828125,6981419008,3670016
15,16,16,512,8192,hot_rank,4.676757303873698,55.999996185302734,6981419008,3670016
15,16,16,2048,32768,balanced,1.4882303873697917,1.00146484375,6981419008,14680064
15,16,16,2048,32768,hot_rank,17.771671549479166,55.999996185302734,6981419008,14680064
15,16,4,0,8192,balanced,1.512488555908203,1.0048828125,6981419008,0
15,16,8,0,8192,balanced,1.4500736236572265,1.0048828125,6981419008,0
15,8,8,1,8,balanced,0.39239466985066734,6.999999523162842,4171235328,7168
15,8,8,1,8,hot_rank,0.10347519715627035,55.999996185302734,4171235328,7168
15,8,8,8,64,balanced,0.4039338747660319,1.7499998807907104,4171235328,57344
15,8,8,8,64,hot_rank,0.2292245388031006,55.999996185302734,4171235328,57344
15,8,8,128,1024,balanced,0.48964481353759765,1.0390625,4171235328,917504
15,8,8,128,1024,hot_rank,1.053384526570638,55.999996185302734,4171235328,917504
15,8,8,512,4096,balanced,0.6287338892618816,1.01171875,4171235328,3670016
15,8,8,512,4096,hot_rank,2.4486399332682294,55.999996185302734,4171235328,3670016
15,8,8,2048,16384,balanced,1.5547882080078126,1.00146484375,4171235328,14680064
15,8,8,2048,16384,hot_rank,9.032112630208333,55.999996185302734,4171235328,14680064
15,4,4,1,4,balanced,0.30418987274169923,13.999999046325684,3089104896,7168
15,4,4,1,4,hot_rank,0.13138346672058104,55.999996185302734,3089104896,7168
15,4,4,8,32,balanced,0.755624516805013,1.7499998807907104,3089104896,57344
15,4,4,8,32,hot_rank,0.18202880223592122,55.999996185302734,3089104896,57344
15,4,4,128,512,balanced,1.0165503819783528,1.09375,3089104896,917504
15,4,4,128,512,hot_rank,0.9108266830444336,55.999996185302734,3089104896,917504
15,4,4,512,2048,balanced,1.0892693837483725,1.01171875,3089104896,3670016
15,4,4,512,2048,hot_rank,1.5008597056070963,55.999996185302734,3089104896,3670016
15,4,4,2048,8192,balanced,1.677578608194987,1.0048828125,3089104896,14680064
15,4,4,2048,8192,hot_rank,4.728791300455729,55.999996185302734,3089104896,14680064
