rank,tp,cp,dp,queries,cached_tokens,local_attention_ms,attention_with_merge_ms,graph_ms,correctness_max_abs,expanded_kv_bytes,local_attention_flops
4,8,2,1,128,131072,0.6900447845458985,0.7346816062927246,0.7299039840698243,0.002126842737197876,503316480,64424509440
4,8,2,1,1024,131072,0.9192480087280274,1.0011391639709473,0.9919520378112793,0.002126842737197876,503316480,515396075520
4,8,2,1,8192,131072,2.71309757232666,3.047385597229004,3.0038944244384767,0.002126842737197876,503316480,4123168604160
4,8,2,1,1,1048576,5.473401641845703,5.458425521850586,5.449582290649414,0.002126842737197876,4026531840,4026531840
4,8,2,1,128,1048576,5.406905746459961,5.46563835144043,5.457196807861328,0.002126842737197876,4026531840,515396075520
4,8,2,1,1024,1048576,7.230274963378906,7.321206665039062,7.314828491210937,0.002126842737197876,4026531840,4123168604160
4,8,2,1,8192,1048576,23.434454345703124,23.883856201171874,23.472161865234376,0.002126842737197876,4026531840,32985348833280
4,4,4,1,1,32768,0.10024960041046142,0.4712543964385986,0.1421056032180786,0.0019434988498687744,125829120,125829120
4,4,4,1,128,32768,0.10024319887161255,0.3839359998703003,0.15145920515060424,0.0019434988498687744,125829120,16106127360
4,4,4,1,1024,32768,0.13496320247650145,0.34481918811798096,0.2368000030517578,0.0019434988498687744,125829120,128849018880
4,4,4,1,8192,32768,0.7120384216308594,1.0788543701171875,1.047764778137207,0.0019434988498687744,125829120,1030792151040
4,4,4,1,1,131072,0.35587201118469236,0.4059840202331543,0.395796799659729,0.0019434988498687744,503316480,503316480
4,4,4,1,128,131072,0.35735359191894533,0.41545920372009276,0.4067232131958008,0.0019434988498687744,503316480,64424509440
4,4,4,1,1024,131072,0.4816927909851074,0.5903200149536133,0.5834815979003907,0.0019434988498687744,503316480,515396075520
4,4,4,1,8192,131072,2.7622528076171875,3.2186561584472657,3.1508544921875,0.0019434988498687744,503316480,4123168604160
4,4,4,1,1,1048576,2.7622623443603516,2.8030111312866213,2.7935184478759765,0.0019434988498687744,4026531840,4026531840
4,4,4,1,128,1048576,2.7367328643798827,2.816265678405762,2.8045679092407227,0.0019434988498687744,4026531840,515396075520
4,4,4,1,1024,1048576,3.712895965576172,3.8406848907470703,3.8195953369140625,0.0019434988498687744,4026531840,4123168604160
4,4,4,1,8192,1048576,23.46424255371094,25.209373474121094,24.326507568359375,0.0019434988498687744,4026531840,32985348833280
4,2,8,1,1,32768,0.07642560005187989,0.403001594543457,0.12270239591598511,0.0008339136838912964,125829120,125829120
4,2,8,1,128,32768,0.08457279801368714,0.4143231868743896,0.16127359867095947,0.0008339136838912964,125829120,16106127360
4,2,8,1,1024,32768,0.14585280418395996,0.44582080841064453,0.34392480850219725,0.0008339136838912964,125829120,128849018880
4,2,8,1,8192,32768,0.6630591869354248,1.3845888137817384,1.3608320236206055,0.0008339136838912964,125829120,1030792151040
4,2,8,1,1,131072,0.18873920440673828,0.4561728000640869,0.2525631904602051,0.0008339136838912964,503316480,503316480
4,2,8,1,128,131072,0.19011520147323607,0.4528927803039551,0.2920207977294922,0.0008339136838912964,503316480,64424509440
4,2,8,1,1024,131072,0.5065055847167969,0.7222784042358399,0.7082880020141602,0.0008339136838912964,503316480,515396075520
4,2,8,1,8192,131072,2.5312383651733397,3.612508773803711,3.3411136627197267,0.0008339136838912964,503316480,4123168604160
4,2,8,1,1,1048576,1.502019214630127,1.5690815925598145,1.4685551643371582,0.0008339136838912964,4026531840,4026531840
4,2,8,1,128,1048576,1.4039423942565918,1.5319616317749023,1.5110591888427733,0.0008339136838912964,4026531840,515396075520
4,2,8,1,1024,1048576,3.8425342559814455,4.071702575683593,4.070006561279297,0.0008339136838912964,4026531840,4123168604160
4,2,8,1,8192,1048576,22.1328125,24.763999938964844,24.58721466064453,0.0008339136838912964,4026531840,32985348833280
4,1,16,1,1,32768,0.0779583990573883,0.49495677947998046,0.1514143943786621,0.0008585304021835327,125829120,125829120
4,1,16,1,128,32768,0.08473920226097106,2.365977668762207,0.1967903971672058,0.0008585304021835327,125829120,16106127360
4,1,16,1,1024,32768,0.12295039892196655,0.5115744113922119,0.4526031970977783,0.0008585304021835327,125829120,128849018880
4,1,16,1,8192,32768,0.7013343811035156,2.092448043823242,2.0696815490722655,0.0008585304021835327,125829120,1030792151040
4,1,16,1,1,131072,0.10835200548171997,0.5326591968536377,0.21849439144134522,0.0008585304021835327,503316480,503316480
4,1,16,1,128,131072,0.11062400341033936,0.41125760078430174,0.26723039150238037,0.0008585304021835327,503316480,64424509440
4,1,16,1,1024,131072,0.3983776092529297,0.7479904174804688,0.7336624145507813,0.0008585304021835327,503316480,515396075520
4,1,16,1,8192,131072,2.5,4.184313583374023,3.8548816680908202,0.0008585304021835327,503316480,4123168604160
4,1,16,1,1,1048576,0.7566368103027343,0.8993472099304199,0.8663935661315918,0.0008585304021835327,4026531840,4026531840
4,1,16,1,128,1048576,0.7451007843017579,0.930185604095459,0.9030544281005859,0.0008585304021835327,4026531840,515396075520
4,1,16,1,1024,1048576,2.93798713684082,3.5561473846435545,3.4771583557128904,0.0008585304021835327,4026531840,4123168604160
4,1,16,1,8192,1048576,22.506314086914063,25.269839477539062,24.824595642089843,0.0008585304021835327,4026531840,32985348833280
4,4,1,4,1,32768,0.3594655990600586,0.3571232080459595,0.3481775999069214,0.0024170279502868652,503316480,503316480
4,4,1,4,128,32768,0.35637118816375735,0.3560192108154297,0.34917440414428713,0.0024170279502868652,503316480,64424509440
4,4,1,4,1024,32768,0.4803296089172363,0.48104000091552734,0.47322721481323243,0.0024170279502868652,503316480,515396075520
4,4,1,4,8192,32768,2.7585887908935547,2.876016044616699,2.7854976654052734,0.0024170279502868652,503316480,4123168604160
4,4,1,4,1,131072,1.5527071952819824,1.4273088455200196,1.3687647819519042,0.0024170279502868652,2013265920,2013265920
4,4,1,4,128,131072,1.3767744064331056,1.377184009552002,1.3701807975769043,0.0024170279502868652,2013265920,257698037760
4,4,1,4,1024,131072,1.8665056228637695,1.868614387512207,1.8550048828125,0.0024170279502868652,2013265920,2061584302080
4,4,1,4,8192,131072,11.651910400390625,11.637452697753906,11.792198181152344,0.0024170279502868652,2013265920,16492674416640
4,4,1,4,1,1048576,10.896860504150391,10.894652557373046,10.889778900146485,0.0024170279502868652,16106127360,16106127360
4,4,1,4,128,1048576,10.894745635986329,10.892556762695312,10.887264251708984,0.0024170279502868652,16106127360,2061584302080
4,4,1,4,1024,1048576,14.845237731933594,14.8768798828125,15.0958251953125,0.0024170279502868652,16106127360,16492674416640
4,4,1,4,8192,1048576,98.0073486328125,95.61187133789062,97.27516479492188,0.0024170279502868652,16106127360,131941395333120
4,8,1,2,1,32768,0.35389759540557864,0.35272319316864015,0.346617603302002,0.0020143985748291016,251658240,251658240
4,8,1,2,128,32768,0.35244801044464114,0.3536191940307617,0.34621601104736327,0.0020143985748291016,251658240,32212254720
4,8,1,2,1024,32768,0.46808958053588867,0.46792001724243165,0.4613152027130127,0.0020143985748291016,251658240,257698037760
4,8,1,2,8192,32768,1.3802783966064454,1.3834239959716796,1.4156496047973632,0.0020143985748291016,251658240,2061584302080
4,8,1,2,1,131072,1.4048224449157716,1.3878303527832032,1.3570032119750977,0.0020143985748291016,1006632960,1006632960
4,8,1,2,128,131072,1.3646176338195801,1.3648063659667968,1.3577823638916016,0.0020143985748291016,1006632960,128849018880
4,8,1,2,1024,131072,1.8191583633422852,1.8201280593872071,1.811787223815918,0.0020143985748291016,1006632960,1030792151040
4,8,1,2,8192,131072,5.529958343505859,5.702483367919922,5.6388801574707035,0.0020143985748291016,1006632960,8246337208320
4,8,1,2,1,1048576,10.800755310058594,10.801519775390625,10.792654418945313,0.0020143985748291016,8053063680,8053063680
4,8,1,2,128,1048576,10.797897338867188,10.796339416503907,10.791053009033202,0.0020143985748291016,8053063680,1030792151040
4,8,1,2,1024,1048576,14.441445922851562,14.433450317382812,14.427281188964844,0.0020143985748291016,8053063680,8246337208320
4,8,1,2,8192,1048576,46.672610473632815,47.26146240234375,48.02056884765625,0.0020143985748291016,8053063680,65970697666560
4,4,2,2,1,32768,0.18571200370788574,0.3273344039916992,0.21574881076812744,0.0021071434020996094,251658240,251658240
4,4,2,2,128,32768,0.18529920578002929,0.33800640106201174,0.22554399967193603,0.0021071434020996094,251658240,32212254720
4,4,2,2,1024,32768,0.24926719665527344,0.34683520793914796,0.333022403717041,0.0021071434020996094,251658240,257698037760
4,4,2,2,8192,32768,1.3801823616027833,1.701430320739746,1.7111711502075195,0.0021071434020996094,251658240,2061584302080
4,4,2,2,1,131072,0.7079423904418946,0.7578495979309082,0.7270751953125,0.0021071434020996094,1006632960,1006632960
4,4,2,2,128,131072,0.697654390335083,0.7450463771820068,0.7362480163574219,0.0021071434020996094,1006632960,128849018880
4,4,2,2,1024,131072,0.9405728340148926,1.0374496459960938,1.0309087753295898,0.0021071434020996094,1006632960,1030792151040
4,4,2,2,8192,131072,5.659260940551758,6.194998550415039,6.092468643188477,0.0021071434020996094,1006632960,8246337208320
4,4,2,2,1,1048576,5.454998397827149,5.513836669921875,5.505318450927734,0.0021071434020996094,8053063680,8053063680
4,4,2,2,128,1048576,5.458988952636719,5.524041748046875,5.514767837524414,0.0021071434020996094,8053063680,1030792151040
4,4,2,2,1024,1048576,7.445219421386719,7.6033470153808596,7.594258880615234,0.0021071434020996094,8053063680,8246337208320
4,4,2,2,8192,1048576,48.103390502929685,49.597998046875,48.988653564453124,0.0021071434020996094,8053063680,65970697666560
4,2,4,2,1,32768,0.10169600248336792,0.33144640922546387,0.14476480484008789,0.0014279484748840332,251658240,251658240
4,2,4,2,128,32768,0.10437120199203491,0.3311392068862915,0.16667840480804444,0.0014279484748840332,251658240,32212254720
4,2,4,2,1024,32768,0.2623967885971069,0.43006081581115724,0.4197455883026123,0.0014279484748840332,251658240,257698037760
4,2,4,2,8192,32768,1.2620736122131349,1.9587295532226563,1.9584415435791016,0.0014279484748840332,251658240,2061584302080
4,2,4,2,1,131072,0.3699520111083984,0.41892480850219727,0.40718398094177244,0.0014279484748840332,1006632960,1006632960
4,2,4,2,128,131072,0.3627327919006348,0.4330304145812988,0.424619197845459,0.0014279484748840332,1006632960,128849018880
4,2,4,2,1024,131072,0.9780863761901856,1.1463808059692382,1.1377615928649902,0.0014279484748840332,1006632960,1030792151040
4,2,4,2,8192,131072,5.230691146850586,6.097395324707032,6.079001617431641,0.0014279484748840332,1006632960,8246337208320
4,2,4,2,1,1048576,2.7888671875,2.851049613952637,2.8451631546020506,0.0014279484748840332,8053063680,8053063680
4,2,4,2,128,1048576,2.7903871536254883,2.8754976272583006,2.8657583236694335,0.0014279484748840332,8053063680,1030792151040
4,2,4,2,1024,1048576,7.6926017761230465,7.887174224853515,7.978310394287109,0.0014279484748840332,8053063680,8246337208320
4,2,4,2,8192,1048576,46.374072265625,46.45467834472656,47.39168701171875,0.0014279484748840332,8053063680,65970697666560
5,16,1,1,1,32768,0.34809920787811277,0.3460479974746704,0.338319993019104,0.0025429129600524902,125829120,125829120
5,16,1,1,128,32768,0.34640638828277587,0.34592959880828855,0.33929920196533203,0.0025429129600524902,125829120,16106127360
5,16,1,1,1024,32768,0.4663072109222412,0.4648896217346191,0.4575215816497803,0.0025429129600524902,125829120,128849018880
5,16,1,1,8192,32768,0.9097855567932129,0.9093567848205566,0.891755199432373,0.0025429129600524902,125829120,1030792151040
5,16,1,1,1,131072,1.359055995941162,1.3553312301635743,1.346780776977539,0.0025429129600524902,503316480,503316480
5,16,1,1,128,131072,1.3557344436645509,1.35415678024292,1.3464495658874511,0.0025429129600524902,503316480,64424509440
5,16,1,1,1024,131072,1.805366325378418,1.802582359313965,1.7968399047851562,0.0025429129600524902,503316480,515396075520
5,16,1,1,8192,131072,3.5071487426757812,3.521836853027344,3.5150142669677735,0.0025429129600524902,503316480,4123168604160
5,16,1,1,1,1048576,10.728720092773438,10.719913482666016,10.712423706054688,0.0025429129600524902,4026531840,4026531840
5,16,1,1,128,1048576,10.721196746826172,10.721903991699218,10.712820434570313,0.0025429129600524902,4026531840,515396075520
5,16,1,1,1024,1048576,14.312550354003907,14.310736083984375,14.299165344238281,0.0025429129600524902,4026531840,4123168604160
5,16,1,1,8192,1048576,28.10653076171875,28.1558349609375,28.3760498046875,0.0025429129600524902,4026531840,32985348833280
5,8,2,1,1,32768,0.18339200019836427,0.3748192071914673,0.21099998950958251,0.002126842737197876,125829120,125829120
5,8,2,1,128,32768,0.18552000522613527,0.36011838912963867,0.21741759777069092,0.002126842737197876,125829120,16106127360
5,8,2,1,1024,32768,0.2432192087173462,0.36874558925628664,0.31612000465393064,0.002126842737197876,125829120,128849018880
5,8,2,1,8192,32768,0.7064576148986816,0.9039936065673828,0.8790495872497559,0.002126842737197876,125829120,1030792151040
5,8,2,1,1,131072,0.6902976036071777,0.7295328140258789,0.7203375816345214,0.002126842737197876,503316480,503316480
5,8,2,1,128,131072,0.6933695793151855,0.7345920085906983,0.72991042137146,0.002126842737197876,503316480,64424509440
5,8,2,1,1024,131072,0.9202624320983886,1.0013440132141114,0.9919967651367188,0.002126842737197876,503316480,515396075520
5,8,2,1,8192,131072,2.703593635559082,3.0477951049804686,3.0040735244750976,0.002126842737197876,503316480,4123168604160
5,8,2,1,1,1048576,5.4171710968017575,5.45805778503418,5.448275375366211,0.002126842737197876,4026531840,4026531840
5,8,2,1,128,1048576,5.4245246887207035,5.465241622924805,5.456126403808594,0.002126842737197876,4026531840,515396075520
5,8,2,1,1024,1048576,7.243228912353516,7.320950317382812,7.314769744873047,0.002126842737197876,4026531840,4123168604160
5,8,2,1,8192,1048576,23.22216033935547,23.88322296142578,23.47270812988281,0.002126842737197876,4026531840,32985348833280
5,4,4,1,1,32768,0.10186879634857178,0.47948479652404785,0.14193120002746581,0.0019434988498687744,125829120,125829120
5,4,4,1,128,32768,0.10153919458389282,0.38541440963745116,0.15149279832839965,0.0019434988498687744,125829120,16106127360
5,4,4,1,1024,32768,0.13709440231323242,0.377619194984436,0.2368079900741577,0.0019434988498687744,125829120,128849018880
5,4,4,1,8192,32768,0.6907680034637451,1.0781567573547364,1.047651195526123,0.0019434988498687744,125829120,1030792151040
5,4,4,1,1,131072,0.3574847936630249,0.40603837966918943,0.39567999839782714,0.0019434988498687744,503316480,503316480
5,4,4,1,128,131072,0.35900800228118895,0.4156223773956299,0.40663838386535645,0.0019434988498687744,503316480,64424509440
5,4,4,1,1024,131072,0.48267202377319335,0.5902463912963867,0.5818079948425293,0.0019434988498687744,503316480,515396075520
5,4,4,1,8192,131072,2.7264671325683594,3.219171142578125,3.150985527038574,0.0019434988498687744,503316480,4123168604160
5,4,4,1,1,1048576,2.8115135192871095,2.8030847549438476,2.7936368942260743,0.0019434988498687744,4026531840,4026531840
5,4,4,1,128,1048576,2.7486495971679688,2.815999984741211,2.8044975280761717,0.0019434988498687744,4026531840,515396075520
5,4,4,1,1024,1048576,3.728099060058594,3.8402145385742186,3.819580841064453,0.0019434988498687744,4026531840,4123168604160
5,4,4,1,8192,1048576,23.768988037109374,25.210269165039062,24.32744445800781,0.0019434988498687744,4026531840,32985348833280
5,2,8,1,1,32768,0.08017600178718567,0.4033023834228516,0.12272000312805176,0.0008339136838912964,125829120,125829120
5,2,8,1,128,32768,0.08316479921340943,0.41449918746948244,0.16131680011749266,0.0008339136838912964,125829120,16106127360
5,2,8,1,1024,32768,0.14182720184326172,0.4456160068511963,0.34237120151519773,0.0008339136838912964,125829120,128849018880
5,2,8,1,8192,32768,0.6530432224273681,1.3828927993774414,1.3607295989990233,0.0008339136838912964,125829120,1030792151040
5,2,8,1,1,131072,0.19204479455947876,0.4560512065887451,0.2525343894958496,0.0008339136838912964,503316480,503316480
5,2,8,1,128,131072,0.1913151979446411,0.45290241241455076,0.29199678897857667,0.0008339136838912964,503316480,64424509440
5,2,8,1,1024,131072,0.501417589187622,0.7229407787322998,0.7085391998291015,0.0008339136838912964,503316480,515396075520
5,2,8,1,8192,131072,2.5159423828125,3.613190460205078,3.3414241790771486,0.0008339136838912964,503316480,4123168604160
5,2,8,1,1,1048576,1.5234175682067872,1.568899154663086,1.4685232162475585,0.0008339136838912964,4026531840,4026531840
5,2,8,1,128,1048576,1.408620834350586,1.5320223808288573,1.5111104011535645,0.0008339136838912964,4026531840,515396075520
5,2,8,1,1024,1048576,3.8314014434814454,4.0718238830566404,4.0700225830078125,0.0008339136838912964,4026531840,4123168604160
5,2,8,1,8192,1048576,22.38756408691406,24.760899353027344,24.586337280273437,0.0008339136838912964,4026531840,32985348833280
5,1,16,1,1,32768,0.0849568009376526,0.4946911811828613,0.1514032006263733,0.0008585304021835327,125829120,125829120
5,1,16,1,128,32768,0.09136319756507874,2.3659807205200196,0.19682079553604126,0.0008585304021835327,125829120,16106127360
5,1,16,1,1024,32768,0.12172160148620606,0.511571216583252,0.452561616897583,0.0008585304021835327,125829120,128849018880
5,1,16,1,8192,32768,0.6947936058044434,2.0921791076660154,2.0695552825927734,0.0008585304021835327,125829120,1030792151040
5,1,16,1,1,131072,0.10840959548950195,0.5327199935913086,0.21855359077453612,0.0008585304021835327,503316480,503316480
5,1,16,1,128,131072,0.11247999668121338,0.4112256050109863,0.26714720726013186,0.0008585304021835327,503316480,64424509440
5,1,16,1,1024,131072,0.3930527925491333,0.7478943824768066,0.7336304187774658,0.0008585304021835327,503316480,515396075520
5,1,16,1,8192,131072,2.433296012878418,4.184108734130859,3.8549617767333983,0.0008585304021835327,503316480,4123168604160
5,1,16,1,1,1048576,0.7699935913085938,0.8990336418151855,0.8663935661315918,0.0008585304021835327,4026531840,4026531840
5,1,16,1,128,1048576,0.7468224048614502,0.930684757232666,0.9030768394470214,0.0008585304021835327,4026531840,515396075520
5,1,16,1,1024,1048576,2.9253055572509767,3.556732940673828,3.4772415161132812,0.0008585304021835327,4026531840,4123168604160
5,1,16,1,8192,1048576,22.63672637939453,25.26787567138672,24.826019287109375,0.0008585304021835327,4026531840,32985348833280
5,4,1,4,1,32768,0.38643200397491456,0.35704638957977297,0.34847838878631593,0.0022412538528442383,503316480,503316480
5,4,1,4,128,32768,0.35863680839538575,0.35792639255523684,0.35060479640960696,0.0022412538528442383,503316480,64424509440
5,4,1,4,1024,32768,0.48255038261413574,0.48261117935180664,0.4749936103820801,0.0022412538528442383,503316480,515396075520
5,4,1,4,8192,32768,2.745187187194824,2.8640384674072266,2.875257682800293,0.0022412538528442383,503316480,4123168604160
5,4,1,4,1,131072,1.5684639930725097,1.4081664085388184,1.373380756378174,0.0022412538528442383,2013265920,2013265920
5,4,1,4,128,131072,1.382265567779541,1.3820575714111327,1.3741711616516112,0.0022412538528442383,2013265920,257698037760
5,4,1,4,1024,131072,1.8712575912475586,1.8749183654785155,1.8725391387939454,0.0022412538528442383,2013265920,2061584302080
5,4,1,4,8192,131072,11.673616027832031,11.681132507324218,12.248734283447266,0.0022412538528442383,2013265920,16492674416640
5,4,1,4,1,1048576,10.942127990722657,10.944217681884766,10.934848022460937,0.0022412538528442383,16106127360,16106127360
5,4,1,4,128,1048576,10.942393493652343,10.944780731201172,10.933379364013671,0.0022412538528442383,16106127360,2061584302080
5,4,1,4,1024,1048576,15.010627746582031,14.989324951171875,15.307862854003906,0.0022412538528442383,16106127360,16492674416640
5,4,1,4,8192,1048576,98.35552368164062,99.700439453125,98.67171630859374,0.0022412538528442383,16106127360,131941395333120
5,8,1,2,1,32768,0.3547647953033447,0.353657603263855,0.346942400932312,0.0021275877952575684,251658240,251658240
5,8,1,2,128,32768,0.35434880256652834,0.35469760894775393,0.3478528022766113,0.0021275877952575684,251658240,32212254720
5,8,1,2,1024,32768,0.47055997848510744,0.46927361488342284,0.46211681365966795,0.0021275877952575684,251658240,257698037760
5,8,1,2,8192,32768,1.3670432090759277,1.3676511764526367,1.4044367790222168,0.0021275877952575684,251658240,2061584302080
5,8,1,2,1,131072,1.5110560417175294,1.3652447700500487,1.3607248306274413,0.0021275877952575684,1006632960,1006632960
5,8,1,2,128,131072,1.3698304176330567,1.369318389892578,1.3616448402404786,0.0021275877952575684,1006632960,128849018880
5,8,1,2,1024,131072,1.822822380065918,1.8236032485961915,1.8148975372314453,0.0021275877952575684,1006632960,1030792151040
5,8,1,2,8192,131072,5.450755310058594,5.841708755493164,5.803326416015625,0.0021275877952575684,1006632960,8246337208320
5,8,1,2,1,1048576,10.828729248046875,10.827993774414063,10.82117156982422,0.0021275877952575684,8053063680,8053063680
5,8,1,2,128,1048576,10.836294555664063,10.833663940429688,10.82633285522461,0.0021275877952575684,8053063680,1030792151040
5,8,1,2,1024,1048576,14.464982604980468,14.475325012207032,14.45752410888672,0.0021275877952575684,8053063680,8246337208320
5,8,1,2,8192,1048576,48.03661193847656,46.203924560546874,47.840057373046875,0.0021275877952575684,8053063680,65970697666560
5,4,2,2,1,32768,0.1863103985786438,0.3279360055923462,0.2158207893371582,0.0021071434020996094,251658240,251658240
5,4,2,2,128,32768,0.1870527982711792,0.3377120018005371,0.22540640830993652,0.0021071434020996094,251658240,32212254720
5,4,2,2,1024,32768,0.24961600303649903,0.34713919162750245,0.33299999237060546,0.0021071434020996094,251658240,257698037760
5,4,2,2,8192,32768,1.3732640266418457,1.7011680603027344,1.7111648559570312,0.0021071434020996094,251658240,2061584302080
5,4,2,2,1,131072,0.7429088115692138,0.7567872047424317,0.7270592212677002,0.0021071434020996094,1006632960,1006632960
5,4,2,2,128,131072,0.6989952087402344,0.7447519779205323,0.7362783908843994,0.0021071434020996094,1006632960,128849018880
5,4,2,2,1024,131072,0.9444352149963379,1.0372032165527343,1.0309599876403808,0.0021071434020996094,1006632960,1030792151040
5,4,2,2,8192,131072,5.64997444152832,6.193280029296875,6.0923919677734375,0.0021071434020996094,1006632960,8246337208320
5,4,2,2,1,1048576,5.540972900390625,5.514156723022461,5.505271911621094,0.0021071434020996094,8053063680,8053063680
5,4,2,2,128,1048576,5.476614379882813,5.523836898803711,5.514934539794922,0.0021071434020996094,8053063680,1030792151040
5,4,2,2,1024,1048576,7.49559326171875,7.603446197509766,7.594217681884766,0.0021071434020996094,8053063680,8246337208320
5,4,2,2,8192,1048576,49.69613952636719,49.604400634765625,48.986761474609374,0.0021071434020996094,8053063680,65970697666560
5,2,4,2,1,32768,0.10332159996032715,0.33193919658660886,0.14464160203933715,0.0014279484748840332,251658240,251658240
5,2,4,2,128,32768,0.10496319532394409,0.3323040008544922,0.1666800022125244,0.0014279484748840332,251658240,32212254720
5,2,4,2,1024,32768,0.26467199325561525,0.4300352096557617,0.41959519386291505,0.0014279484748840332,251658240,257698037760
5,2,4,2,8192,32768,1.2500927925109864,1.958198356628418,1.9553600311279298,0.0014279484748840332,251658240,2061584302080
5,2,4,2,1,131072,0.3665600061416626,0.41878399848937986,0.407155179977417,0.0014279484748840332,1006632960,1006632960
5,2,4,2,128,131072,0.3644223928451538,0.43300161361694334,0.4246016025543213,0.0014279484748840332,1006632960,128849018880
5,2,4,2,1024,131072,0.9812383651733398,1.1463520050048828,1.1378735542297362,0.0014279484748840332,1006632960,1030792151040
5,2,4,2,8192,131072,5.148979187011719,6.091027069091797,6.0808063507080075,0.0014279484748840332,1006632960,8246337208320
5,2,4,2,1,1048576,2.9851999282836914,2.8509279251098634,2.8451631546020506,0.0014279484748840332,8053063680,8053063680
5,2,4,2,128,1048576,2.7983423233032227,2.8750783920288088,2.8658239364624025,0.0014279484748840332,8053063680,1030792151040
5,2,4,2,1024,1048576,7.719664001464844,7.887286376953125,7.978160095214844,0.0014279484748840332,8053063680,8246337208320
5,2,4,2,8192,1048576,47.051220703125,46.45613403320313,47.390524291992186,0.0014279484748840332,8053063680,65970697666560
6,16,1,1,1,32768,0.34679040908813474,0.34613120555877686,0.33849759101867677,0.002138793468475342,125829120,125829120
6,16,1,1,128,32768,0.34617600440979,0.3464191913604736,0.341048002243042,0.002138793468475342,125829120,16106127360
6,16,1,1,1024,32768,0.46709117889404295,0.465664005279541,0.45896477699279786,0.002138793468475342,125829120,128849018880
6,16,1,1,8192,32768,0.9079039573669434,0.9031488418579101,0.8904959678649902,0.002138793468475342,125829120,1030792151040
6,16,1,1,1,131072,1.3595935821533203,1.3597536087036133,1.3515952110290528,0.002138793468475342,503316480,503316480
6,16,1,1,128,131072,1.36080961227417,1.3592479705810547,1.3527024269104004,0.002138793468475342,503316480,64424509440
6,16,1,1,1024,131072,1.810201644897461,1.8132543563842773,1.8039215087890625,0.002138793468475342,503316480,515396075520
6,16,1,1,8192,131072,3.496326446533203,3.5003711700439455,3.475620651245117,0.002138793468475342,503316480,4123168604160
6,16,1,1,1,1048576,10.766438293457032,10.766796875,10.759210968017578,0.002138793468475342,4026531840,4026531840
6,16,1,1,128,1048576,10.7683837890625,10.767308807373047,10.759486389160156,0.002138793468475342,4026531840,515396075520
6,16,1,1,1024,1048576,14.376547241210938,14.374822998046875,14.371296691894532,0.002138793468475342,4026531840,4123168604160
6,16,1,1,8192,1048576,28.043048095703124,28.1684814453125,28.18179931640625,0.002138793468475342,4026531840,32985348833280
6,8,2,1,1,32768,0.18437440395355226,0.35792639255523684,0.21135358810424804,0.0033725500106811523,125829120,125829120
6,8,2,1,128,32768,0.18598719835281372,0.3366336107254028,0.21715199947357178,0.0033725500106811523,125829120,16106127360
6,8,2,1,1024,32768,0.24303040504455567,0.3817375898361206,0.3152992010116577,0.0033725500106811523,125829120,128849018880
6,8,2,1,8192,32768,0.6971807956695557,0.8894847869873047,0.8996111869812011,0.0033725500106811523,125829120,1030792151040
6,8,2,1,1,131072,0.6914912223815918,0.7343391895294189,0.7196303844451905,0.0033725500106811523,503316480,503316480
6,8,2,1,128,131072,0.7011199951171875,0.7364352226257325,0.7267007827758789,0.0033725500106811523,503316480,64424509440
6,8,2,1,1024,131072,0.9169599533081054,1.0006815910339355,0.9934767723083496,0.0033725500106811523,503316480,515396075520
6,8,2,1,8192,131072,2.661952018737793,2.947887992858887,2.918000030517578,0.0033725500106811523,503316480,4123168604160
6,8,2,1,1,1048576,5.412364959716797,5.490204620361328,5.4896080017089846,0.0033725500106811523,4026531840,4026531840
6,8,2,1,128,1048576,5.424118423461914,5.465801620483399,5.47125129699707,0.0033725500106811523,4026531840,515396075520
6,8,2,1,1024,1048576,7.210521697998047,7.341036987304688,7.331123352050781,0.0033725500106811523,4026531840,4123168604160
6,8,2,1,8192,1048576,22.386642456054688,23.301068115234376,23.019834899902342,0.0033725500106811523,4026531840,32985348833280
6,4,4,1,1,32768,0.10107840299606323,0.4737728118896484,0.14197759628295897,0.0019434988498687744,125829120,125829120
6,4,4,1,128,32768,0.10125759840011597,0.38432960510253905,0.1515231966972351,0.0019434988498687744,125829120,16106127360
6,4,4,1,1024,32768,0.13490560054779052,0.38080639839172364,0.23688158988952637,0.0019434988498687744,125829120,128849018880
6,4,4,1,8192,32768,0.6910655975341797,1.079248046875,1.047481632232666,0.0019434988498687744,125829120,1030792151040
6,4,4,1,1,131072,0.35728960037231444,0.4064000129699707,0.39599199295043946,0.0019434988498687744,503316480,503316480
6,4,4,1,128,131072,0.35773119926452634,0.4156191825866699,0.40691041946411133,0.0019434988498687744,503316480,64424509440
6,4,4,1,1024,131072,0.48177280426025393,0.5905695915222168,0.5834176063537597,0.0019434988498687744,503316480,515396075520
6,4,4,1,8192,131072,2.697436714172363,3.21929931640625,3.150806427001953,0.0019434988498687744,503316480,4123168604160
6,4,4,1,1,1048576,2.782604789733887,2.8032928466796876,2.7937183380126953,0.0019434988498687744,4026531840,4026531840
6,4,4,1,128,1048576,2.7391551971435546,2.816771125793457,2.804604721069336,0.0019434988498687744,4026531840,515396075520
6,4,4,1,1024,1048576,3.724915313720703,3.8406913757324217,3.8197887420654295,0.0019434988498687744,4026531840,4123168604160
