rank,tp,dp,phase,batch_per_dp,chunk,ms,graph_ms,dynamic_peak_bytes,state_bytes
6,16,1,decode,2,1,1.1965759992599487,0.08377172946929931,57344,430080
6,16,1,decode,4,1,1.0860799551010132,0.08537387053171794,114176,860160
6,16,1,decode,16,1,0.9655359983444214,0.07619093259175619,455168,3440640
6,16,1,decode,64,1,0.9397439956665039,0.08625386555989584,1820672,13762560
7,1,16,decode,2,1,0.6559039950370789,0.15388906796773275,492544,6881280
7,1,16,decode,4,1,0.6144000291824341,0.15633172988891603,985088,13762560
7,1,16,decode,16,1,0.6032000184059143,0.18007893562316896,4398080,55050240
7,1,16,decode,64,1,0.5508800148963928,0.2579871972401937,15822848,220200960
7,2,8,decode,2,1,0.7906879782676697,0.10515626271565755,250880,3440640
7,2,8,decode,4,1,0.7886080145835876,0.10679252942403157,501248,6881280
7,2,8,decode,16,1,0.7661759853363037,0.12231787045796712,2004480,27525120
7,2,8,decode,64,1,0.6884480118751526,0.17043733596801758,8083456,110100480
7,4,4,decode,2,1,0.7708479762077332,0.07878186702728271,140288,1720320
7,4,4,decode,4,1,1.1598399877548218,0.07976106802622478,280064,3440640
7,4,4,decode,16,1,0.7814720273017883,0.08470186392466227,1119232,13762560
7,4,4,decode,64,1,0.7874559760093689,0.11341760158538819,4935680,55050240
7,8,2,decode,2,1,1.3330880403518677,0.07510613600413005,84992,860160
7,8,2,decode,4,1,1.0465279817581177,0.07780906359354654,169472,1720320
7,8,2,decode,16,1,1.2241599559783936,0.0775157372156779,676352,6881280
7,8,2,decode,64,1,1.1082559823989868,0.09220159848531087,2705408,27525120
7,16,1,decode,2,1,1.1955519914627075,0.08377813498179118,57344,430080
7,16,1,decode,4,1,1.0836479663848877,0.08535786469777425,114176,860160
7,16,1,decode,16,1,0.9623680114746094,0.07613866329193116,455168,3440640
7,16,1,decode,64,1,0.9403520226478577,0.08632427056630453,1820672,13762560
8,1,16,decode,2,1,0.688319981098175,0.15373013814290365,492544,6881280
