rank,ep,ffn_dp,total_tokens_per_ep,sources,local_rows,eager_ms,graph_ms,expert_max_mean_load,dynamic_peak_bytes,weights,input_distribution
9,16,1,16,4,0,0.9535792350769043,0.15312960147857665,21.0,0,checkpoint layer 1,synthetic normal
9,16,1,16,8,0,1.0447407722473145,0.14746079444885254,24.499998092651367,0,checkpoint layer 1,synthetic normal
9,16,1,16,16,1,0.9313167572021485,0.146343994140625,24.499998092651367,59392,checkpoint layer 1,synthetic normal
9,16,1,128,4,0,0.8602751731872559,0.17267199754714965,14.437499046325684,0,checkpoint layer 1,synthetic normal
9,16,1,128,8,0,0.9282896041870117,0.20035359859466553,16.1875,0,checkpoint layer 1,synthetic normal
9,16,1,128,16,8,1.1472607612609864,0.20882558822631836,14.874999046325684,467968,checkpoint layer 1,synthetic normal
9,16,1,2048,4,0,0.8140368461608887,0.6808351993560791,12.386717796325684,0,checkpoint layer 1,synthetic normal
9,16,1,2048,8,0,0.9159440040588379,0.5421328067779541,12.113280296325684,0,checkpoint layer 1,synthetic normal
9,16,1,2048,16,128,0.9075504302978515,0.2902031898498535,12.085936546325684,7487488,checkpoint layer 1,synthetic normal
9,16,1,8192,4,0,2.40950870513916,2.3919967651367187,12.872069358825684,0,checkpoint layer 1,synthetic normal
9,16,1,8192,8,0,1.8833663940429688,1.8597536087036133,12.530272483825684,0,checkpoint layer 1,synthetic normal
9,16,1,8192,16,512,0.9043567657470704,0.5952928066253662,12.523436546325684,29949952,checkpoint layer 1,synthetic normal
9,16,1,32768,16,2048,2.2021039962768554,2.146777534484863,12.533690452575684,119799808,checkpoint layer 1,synthetic normal
9,8,2,16,4,4,0.9151391983032227,0.17651040554046632,21.0,234496,checkpoint layer 1,synthetic normal
9,8,2,16,8,2,0.9291040420532226,0.17195680141448974,24.499998092651367,117760,checkpoint layer 1,synthetic normal
9,8,2,128,4,32,0.7909791946411133,0.25924320220947267,14.437499046325684,1871872,checkpoint layer 1,synthetic normal
9,8,2,128,8,16,0.9449295997619629,0.2521615982055664,16.1875,935936,checkpoint layer 1,synthetic normal
9,8,2,2048,4,512,0.9871279716491699,0.9608943939208985,12.386717796325684,29949952,checkpoint layer 1,synthetic normal
9,8,2,2048,8,256,0.7154863834381103,0.4284848213195801,12.113280296325684,14974976,checkpoint layer 1,synthetic normal
9,8,2,8192,4,2048,3.501755142211914,3.4909793853759767,12.872069358825684,119799808,checkpoint layer 1,synthetic normal
9,8,2,8192,8,1024,1.0439439773559571,1.0794511795043946,12.530272483825684,59899904,checkpoint layer 1,synthetic normal
9,4,4,16,4,4,0.8117487907409668,0.2647536039352417,21.0,234496,checkpoint layer 1,synthetic normal
9,4,4,128,4,32,0.7820879936218261,0.4342976093292236,14.437499046325684,1871872,checkpoint layer 1,synthetic normal
9,4,4,2048,4,512,0.887758445739746,0.86953763961792,12.386717796325684,29949952,checkpoint layer 1,synthetic normal
9,4,4,8192,4,2048,2.159003257751465,2.2044208526611326,12.872069358825684,119799808,checkpoint layer 1,synthetic normal
