rank,ep,ffn_dp,total_tokens_per_ep,sources,local_rows,eager_ms,graph_ms,expert_max_mean_load,dynamic_peak_bytes,weights,input_distribution
12,16,1,16,4,0,0.9536399841308594,0.15314240455627443,21.0,0,checkpoint layer 1,synthetic normal
12,16,1,16,8,0,1.044603157043457,0.14752960205078125,24.499998092651367,0,checkpoint layer 1,synthetic normal
12,16,1,16,16,1,0.9310784339904785,0.14634720087051392,24.499998092651367,59392,checkpoint layer 1,synthetic normal
12,16,1,128,4,0,0.8618911743164063,0.17239999771118164,14.437499046325684,0,checkpoint layer 1,synthetic normal
12,16,1,128,8,0,0.9278032302856445,0.20048799514770507,16.1875,0,checkpoint layer 1,synthetic normal
12,16,1,128,16,8,1.1468239784240724,0.20932960510253906,14.874999046325684,467968,checkpoint layer 1,synthetic normal
12,16,1,2048,4,0,0.8137760162353516,0.6806447982788086,12.386717796325684,0,checkpoint layer 1,synthetic normal
12,16,1,2048,8,0,0.9160623550415039,0.5419792175292969,12.113280296325684,0,checkpoint layer 1,synthetic normal
12,16,1,2048,16,128,0.9074879646301269,0.28947360515594484,12.085936546325684,7487488,checkpoint layer 1,synthetic normal
12,16,1,8192,4,0,2.4097263336181642,2.3928144454956053,12.872069358825684,0,checkpoint layer 1,synthetic normal
12,16,1,8192,8,0,1.8828048706054688,1.8595855712890625,12.530272483825684,0,checkpoint layer 1,synthetic normal
12,16,1,8192,16,512,0.9044960021972657,0.5956912040710449,12.523436546325684,29949952,checkpoint layer 1,synthetic normal
12,16,1,32768,16,2048,2.2026479721069334,2.1467504501342773,12.533690452575684,119799808,checkpoint layer 1,synthetic normal
12,8,2,16,4,0,0.9157888412475585,0.1764240026473999,21.0,0,checkpoint layer 1,synthetic normal
12,8,2,16,8,2,0.9300864219665528,0.17226239442825317,24.499998092651367,117760,checkpoint layer 1,synthetic normal
12,8,2,128,4,0,0.7907792091369629,0.25943360328674314,14.437499046325684,0,checkpoint layer 1,synthetic normal
12,8,2,128,8,16,0.944660758972168,0.25228960514068605,16.1875,935936,checkpoint layer 1,synthetic normal
12,8,2,2048,4,0,0.9871520042419434,0.9610655784606934,12.386717796325684,0,checkpoint layer 1,synthetic normal
12,8,2,2048,8,256,0.7158127784729004,0.42888479232788085,12.113280296325684,14974976,checkpoint layer 1,synthetic normal
12,8,2,8192,4,0,3.501395034790039,3.4907249450683593,12.872069358825684,0,checkpoint layer 1,synthetic normal
12,8,2,8192,8,1024,1.0439760208129882,1.0795120239257812,12.530272483825684,59899904,checkpoint layer 1,synthetic normal
12,4,4,16,4,4,0.8419520378112793,0.2671119928359985,21.0,234496,checkpoint layer 1,synthetic normal
12,4,4,128,4,32,0.847719955444336,0.434662389755249,14.437499046325684,1871872,checkpoint layer 1,synthetic normal
12,4,4,2048,4,512,0.8930224418640137,0.8688703536987304,12.386717796325684,29949952,checkpoint layer 1,synthetic normal
12,4,4,8192,4,2048,2.153342437744141,2.1623695373535154,12.872069358825684,119799808,checkpoint layer 1,synthetic normal
