rank,ep,ffn_dp,total_tokens_per_ep,sources,local_rows,eager_ms,graph_ms,expert_max_mean_load,dynamic_peak_bytes,weights,input_distribution
11,16,1,16,4,0,0.9538687705993653,0.15341919660568237,21.0,0,checkpoint layer 1,synthetic normal
11,16,1,16,8,0,1.0452256202697754,0.14793440103530883,24.499998092651367,0,checkpoint layer 1,synthetic normal
11,16,1,16,16,1,0.9314512252807617,0.14645919799804688,24.499998092651367,59392,checkpoint layer 1,synthetic normal
11,16,1,128,4,0,0.8628303527832031,0.1728816032409668,14.437499046325684,0,checkpoint layer 1,synthetic normal
11,16,1,128,8,0,0.9286720275878906,0.20123839378356934,16.1875,0,checkpoint layer 1,synthetic normal
11,16,1,128,16,8,1.1472576141357422,0.20939359664916993,14.874999046325684,467968,checkpoint layer 1,synthetic normal
11,16,1,2048,4,0,0.8145055770874023,0.6810160160064698,12.386717796325684,0,checkpoint layer 1,synthetic normal
11,16,1,2048,8,0,0.916204833984375,0.5422160148620605,12.113280296325684,0,checkpoint layer 1,synthetic normal
11,16,1,2048,16,128,0.9078512191772461,0.2907536029815674,12.085936546325684,7487488,checkpoint layer 1,synthetic normal
11,16,1,8192,4,0,2.409881591796875,2.392995262145996,12.872069358825684,0,checkpoint layer 1,synthetic normal
11,16,1,8192,8,0,1.883772850036621,1.859899139404297,12.530272483825684,0,checkpoint layer 1,synthetic normal
11,16,1,8192,16,512,0.9042287826538086,0.5958911895751953,12.523436546325684,29949952,checkpoint layer 1,synthetic normal
11,16,1,32768,16,2048,2.202828788757324,2.1481536865234374,12.533690452575684,119799808,checkpoint layer 1,synthetic normal
11,8,2,16,4,4,0.9165151596069336,0.17687519788742065,21.0,234496,checkpoint layer 1,synthetic normal
11,8,2,16,8,2,0.9287440299987793,0.1722383975982666,24.499998092651367,117760,checkpoint layer 1,synthetic normal
11,8,2,128,4,32,0.791593599319458,0.2596015930175781,14.437499046325684,1871872,checkpoint layer 1,synthetic normal
11,8,2,128,8,16,0.9448816299438476,0.25242080688476565,16.1875,935936,checkpoint layer 1,synthetic normal
11,8,2,2048,4,512,0.987395191192627,0.9612367630004883,12.386717796325684,29949952,checkpoint layer 1,synthetic normal
11,8,2,2048,8,256,0.7160384178161621,0.4289711952209473,12.113280296325684,14974976,checkpoint layer 1,synthetic normal
11,8,2,8192,4,2048,3.5020782470703127,3.491007995605469,12.872069358825684,119799808,checkpoint layer 1,synthetic normal
11,8,2,8192,8,1024,1.0444352149963378,1.080299186706543,12.530272483825684,59899904,checkpoint layer 1,synthetic normal
11,4,4,16,4,4,0.8125007629394532,0.2648128032684326,21.0,234496,checkpoint layer 1,synthetic normal
11,4,4,128,4,32,0.7822015762329102,0.4362815856933594,14.437499046325684,1871872,checkpoint layer 1,synthetic normal
11,4,4,2048,4,512,0.8884832382202148,0.8698672294616699,12.386717796325684,29949952,checkpoint layer 1,synthetic normal
11,4,4,8192,4,2048,2.158718490600586,2.2049407958984375,12.872069358825684,119799808,checkpoint layer 1,synthetic normal
