rank,ep,ffn_dp,total_tokens_per_ep,sources,local_rows,eager_ms,graph_ms,expert_max_mean_load,dynamic_peak_bytes,weights,input_distribution
13,16,1,16,4,0,0.953166389465332,0.1532960057258606,21.0,0,checkpoint layer 1,synthetic normal
13,16,1,16,8,0,1.04508638381958,0.14782079458236694,24.499998092651367,0,checkpoint layer 1,synthetic normal
13,16,1,16,16,1,0.9312527656555176,0.1463263988494873,24.499998092651367,59392,checkpoint layer 1,synthetic normal
13,16,1,128,4,0,0.8624496459960938,0.1726912021636963,14.437499046325684,0,checkpoint layer 1,synthetic normal
13,16,1,128,8,0,0.9284576416015625,0.20103518962860106,16.1875,0,checkpoint layer 1,synthetic normal
13,16,1,128,16,8,1.1467887878417968,0.2093503952026367,14.874999046325684,467968,checkpoint layer 1,synthetic normal
13,16,1,2048,4,0,0.8143391609191895,0.6807087898254395,12.386717796325684,0,checkpoint layer 1,synthetic normal
13,16,1,2048,8,0,0.9160847663879395,0.542080020904541,12.113280296325684,0,checkpoint layer 1,synthetic normal
13,16,1,2048,16,128,0.9075615882873536,0.29051039218902586,12.085936546325684,7487488,checkpoint layer 1,synthetic normal
13,16,1,8192,4,0,2.4095712661743165,2.392767906188965,12.872069358825684,0,checkpoint layer 1,synthetic normal
13,16,1,8192,8,0,1.8830223083496094,1.8598320007324218,12.530272483825684,0,checkpoint layer 1,synthetic normal
13,16,1,8192,16,512,0.9042991638183594,0.5956768035888672,12.523436546325684,29949952,checkpoint layer 1,synthetic normal
13,16,1,32768,16,2048,2.202457618713379,2.147198486328125,12.533690452575684,119799808,checkpoint layer 1,synthetic normal
13,8,2,16,4,0,0.9155360221862793,0.1765727996826172,21.0,0,checkpoint layer 1,synthetic normal
13,8,2,16,8,2,0.9290032386779785,0.17201119661331177,24.499998092651367,117760,checkpoint layer 1,synthetic normal
13,8,2,128,4,0,0.7906688213348388,0.25943520069122317,14.437499046325684,0,checkpoint layer 1,synthetic normal
13,8,2,128,8,16,0.9447423934936523,0.25213279724121096,16.1875,935936,checkpoint layer 1,synthetic normal
13,8,2,2048,4,0,0.9870976448059082,0.9609392166137696,12.386717796325684,0,checkpoint layer 1,synthetic normal
13,8,2,2048,8,256,0.7158336162567138,0.4288015842437744,12.113280296325684,14974976,checkpoint layer 1,synthetic normal
13,8,2,8192,4,0,3.501364898681641,3.4904064178466796,12.872069358825684,0,checkpoint layer 1,synthetic normal
13,8,2,8192,8,1024,1.0442496299743653,1.0800687789916992,12.530272483825684,59899904,checkpoint layer 1,synthetic normal
13,4,4,16,4,4,0.8418319702148438,0.2669296026229858,21.0,234496,checkpoint layer 1,synthetic normal
13,4,4,128,4,32,0.8475551605224609,0.4337744235992432,14.437499046325684,1871872,checkpoint layer 1,synthetic normal
13,4,4,2048,4,512,0.8928208351135254,0.8687840461730957,12.386717796325684,29949952,checkpoint layer 1,synthetic normal
13,4,4,8192,4,2048,2.153451156616211,2.165091133117676,12.872069358825684,119799808,checkpoint layer 1,synthetic normal
